"report_time","all_equity","all_A","float_A","restricted_A","change_from","scrapy_time","code"
"2019-09-30","45.30亿","45.30亿","29.31亿","15.99亿","三季报","2020-02-26 15:14:22","000727"
"2019-09-30","33.65亿","33.65亿","29.46亿","4.19亿","三季报","2020-02-26 15:14:28","000728"
"2019-09-30","28.19亿","28.19亿","25.09亿","3.09亿","三季报","2020-02-26 15:14:23","000729"
"2019-09-30","5.91亿","5.91亿","5.91亿","-","三季报","2020-02-26 15:14:34","000731"
"2019-09-30","24.89亿","24.89亿","24.86亿","279.20万","三季报","2020-02-26 15:14:40","000732"
"2019-09-30","5.15亿","5.15亿","4.69亿","4546.34万","三季报","2020-02-26 15:14:43","000733"
"2019-09-30","11.52亿","11.52亿","11.51亿","62.68万","三季报","2020-02-26 15:14:44","000735"
"2019-09-30","5.35亿","5.35亿","5.35亿","-","三季报","2020-02-26 15:14:45","000736"
"2019-09-30","5.49亿","5.49亿","5.49亿","-","三季报","2020-02-26 15:14:51","000737"
"2019-09-30","11.46亿","11.46亿","11.46亿","8000.00","三季报","2020-02-26 15:14:54","000738"
"2019-09-30","11.79亿","11.79亿","11.47亿","3169.94万","三季报","2020-02-26 15:14:57","000739"
"2019-09-30","42.16亿","42.16亿","42.16亿","3400.00","三季报","2020-02-26 15:14:59","000750"
"2019-09-30","14.10亿","14.10亿","14.10亿","2900.00","三季报","2020-02-26 15:15:02","000751"
"2019-09-30","2.64亿","2.64亿","2.64亿","-","三季报","2020-02-26 15:15:07","000752"
"2019-09-30","9.91亿","9.91亿","8.84亿","1.07亿","三季报","2020-02-26 15:15:12","000753"
"2019-09-30","4.69亿","4.69亿","4.69亿","-","三季报","2020-02-26 15:15:20","000755"
"2019-09-30","6.22亿","4.27亿","3.99亿","2736.44万","三季报","2020-02-26 15:15:17","000756"
"2019-09-30","6.05亿","6.05亿","4.52亿","1.54亿","三季报","2020-02-26 15:15:21","000757"
"2019-09-30","19.69亿","19.69亿","19.69亿","18.89万","三季报","2020-02-26 15:15:22","000758"
"2019-09-30","6.81亿","6.81亿","6.81亿","41.13万","三季报","2020-02-26 15:15:26","000759"
"2019-09-30","7.72亿","7.72亿","6.54亿","1.17亿","三季报","2020-02-26 15:15:29","000760"
"2019-09-30","38.75亿","34.75亿","34.75亿","-","三季报","2020-02-26 15:15:31","000761"
"2019-09-30","5.21亿","5.21亿","5.21亿","2.37万","三季报","2020-02-26 15:15:32","000762"
"2019-09-30","9.66亿","9.66亿","7.07亿","2.59亿","三季报","2020-02-26 15:15:41","000766"
"2019-09-30","30.77亿","30.77亿","29.12亿","1.65亿","三季报","2020-02-26 15:15:35","000767"
"2019-09-30","27.69亿","27.69亿","27.69亿","1.70万","三季报","2020-02-26 15:15:40","000768"
"2019-09-30","76.21亿","59.19亿","59.19亿","-","三季报","2020-02-26 15:15:44","000776"
"2019-09-30","3.83亿","3.83亿","3.83亿","1.10万","三季报","2020-02-26 15:15:54","000777"
"2019-09-30","39.91亿","39.91亿","39.21亿","6951.46万","三季报","2020-02-26 15:15:49","000778"
"2019-12-09","3.80亿","3.80亿","1.76亿","2.05亿","股权激励","2020-02-26 15:15:57","000779"
"2019-09-30","10.14亿","10.14亿","10.14亿","-","三季报","2020-02-26 15:16:02","000780"
"2019-09-30","5.28亿","5.28亿","4.46亿","8182.27万","三季报","2020-02-26 15:16:09","000782"
"2019-09-30","55.30亿","55.30亿","55.29亿","7.55万","三季报","2020-02-26 15:16:03","000783"
"2019-09-30","2.51亿","2.51亿","2.51亿","12.80万","三季报","2020-02-26 15:16:16","000785"
"2019-11-15","16.90亿","16.90亿","16.90亿","-","配售股份上市","2020-02-26 15:16:13","000786"
"2019-09-30","5.96亿","5.96亿","5.96亿","-","三季报","2020-02-26 15:16:17","000788"
"2019-09-30","7.97亿","7.97亿","7.97亿","1.89万","三季报","2020-02-26 15:16:23","000789"
"2019-09-30","6.16亿","6.16亿","6.16亿","59.03万","三季报","2020-02-26 15:16:31","000790"
"2019-09-30","13.60亿","13.60亿","13.60亿","4.73万","三季报","2020-02-26 15:16:25","000791"
"2019-09-30","27.86亿","27.86亿","27.50亿","3619.06万","三季报","2020-02-26 15:16:36","000792"
"2019-12-05","19.97亿","19.97亿","19.43亿","5458.59万","配售股份上市","2020-02-26 15:16:35","000793"
"2019-09-30","11.34亿","11.34亿","11.31亿","260.18万","三季报","2020-02-26 15:16:40","000795"
"2019-09-30","8.03亿","8.03亿","8.03亿","47.49万","三季报","2020-02-26 15:16:46","000796"
"2019-09-30","15.72亿","15.72亿","15.59亿","1286.27万","三季报","2020-02-26 15:16:50","000797"
"2019-09-30","3.19亿","3.19亿","3.19亿","6.60万","三季报","2020-02-26 15:16:51","000798"
"2019-09-30","3.25亿","3.25亿","3.25亿","-","三季报","2020-02-26 15:16:53","000799"
"2019-09-30","16.27亿","16.27亿","14.12亿","2.16亿","三季报","2020-02-26 15:17:00","000800"
"2019-09-30","10.23亿","10.23亿","10.23亿","-","三季报","2020-02-26 15:16:56","000801"
"2019-09-30","7.16亿","7.16亿","7.11亿","461.25万","三季报","2020-02-26 15:17:01","000802"
"2019-09-30","1.28亿","1.28亿","1.28亿","-","三季报","2020-02-26 15:17:02","000803"
"2019-09-30","11.00亿","11.00亿","6.98亿","4.01亿","三季报","2020-02-26 15:17:13","000806"
"2019-09-30","26.07亿","26.07亿","24.30亿","1.77亿","三季报","2020-02-26 15:17:08","000807"
"2019-09-30","8.25亿","8.25亿","8.25亿","-","三季报","2020-02-26 15:17:18","000809"
"2019-09-30","10.59亿","10.59亿","9.73亿","8581.83万","三季报","2020-02-26 15:17:16","000810"
"2019-10-14","7.46亿","7.46亿","7.46亿","1.24万","可转债转股,其他","2020-02-26 15:17:24","000811"
"2019-09-30","7.69亿","7.69亿","6.70亿","9838.86万","三季报","2020-02-26 15:17:29","000812"
"2019-09-30","22.41亿","22.41亿","10.81亿","11.61亿","三季报","2020-02-26 15:17:35","000813"
"2019-09-30","6.95亿","6.95亿","6.95亿","-","三季报","2020-02-26 15:17:41","000815"
"2019-09-30","14.19亿","14.19亿","13.36亿","8252.58万","三季报","2020-02-26 15:17:44","000816"
"2019-09-30","6.90亿","6.90亿","6.71亿","1914.78万","三季报","2020-02-26 15:17:48","000818"
"2019-09-30","2.85亿","2.85亿","2.85亿","1.86万","三季报","2020-02-26 15:17:52","000819"
"2019-09-30","6.37亿","6.37亿","2.88亿","3.50亿","三季报","2020-02-26 15:17:57","000820"
"2019-09-30","5.38亿","5.38亿","4.52亿","8632.01万","三季报","2020-02-26 15:18:02","000821"
"2019-09-30","8.95亿","8.95亿","8.95亿","-","三季报","2020-02-26 15:18:08","000822"
"2019-09-30","5.37亿","5.37亿","5.37亿","4.55万","三季报","2020-02-26 15:18:11","000823"
"2019-09-30","56.96亿","56.96亿","56.96亿","18.95万","三季报","2020-02-26 15:18:13","000825"
"2019-09-30","14.31亿","14.31亿","11.90亿","2.40亿","三季报","2020-02-26 15:18:16","000826"
"2019-09-30","10.40亿","10.40亿","10.40亿","1400.00","三季报","2020-02-26 15:18:21","000828"
"2019-09-30","10.37亿","10.37亿","9.30亿","1.08亿","三季报","2020-02-26 15:18:23","000829"
"2019-09-30","14.65亿","14.65亿","14.64亿","75.01万","三季报","2020-02-26 15:18:27","000830"
"2019-09-30","9.81亿","9.81亿","9.81亿","-","三季报","2020-02-26 15:18:29","000831"
"2019-09-30","6.68亿","6.68亿","3.78亿","2.90亿","三季报","2020-02-26 15:18:33","000833"
"2019-09-30","3.27亿","3.27亿","3.03亿","2386.54万","三季报","2020-02-26 15:18:35","000835"
"2019-09-30","12.08亿","12.08亿","12.08亿","4.72万","三季报","2020-02-26 15:18:36","000836"
"2019-06-30","6.93亿","6.93亿","5.83亿","1.11亿","半年报","2020-02-26 15:18:40","000837"
"2019-10-28","11.00亿","11.00亿","8.46亿","2.54亿","配售股份上市","2020-02-26 15:18:46","000838"
"2019-09-30","39.20亿","39.20亿","39.19亿","81.92万","三季报","2020-02-26 15:18:52","000839"
"2019-09-30","9.79亿","9.79亿","9.78亿","20.73万","三季报","2020-02-26 15:18:54","000848"
"2019-09-30","9.44亿","9.44亿","9.43亿","28.25万","三季报","2020-02-26 15:18:57","000850"
"2019-09-30","9.08亿","9.08亿","8.57亿","5082.26万","三季报","2020-02-26 15:19:01","000851"
"2019-09-30","7.78亿","7.78亿","7.78亿","-","三季报","2020-02-26 15:19:04","000852"
"2019-09-30","2.27亿","2.27亿","2.27亿","-","三季报","2020-02-26 15:19:05","000856"
"2019-09-30","38.82亿","38.82亿","37.96亿","8583.71万","三季报","2020-02-26 15:19:07","000858"
"2019-09-30","7.39亿","7.39亿","7.39亿","13.73万","三季报","2020-02-26 15:19:09","000859"
"2019-09-30","7.42亿","7.42亿","7.42亿","-","三季报","2020-02-26 15:19:10","000860"
"2019-09-30","22.36亿","22.36亿","20.31亿","2.05亿","三季报","2020-02-26 15:19:11","000861"
"2019-09-30","7.06亿","7.06亿","5.01亿","2.05亿","三季报","2020-02-26 15:19:16","000862"
"2019-09-30","13.71亿","13.71亿","11.80亿","1.92亿","三季报","2020-02-26 15:19:23","000863"
"2019-09-30","7.33亿","7.33亿","6.96亿","3776.90万","三季报","2020-02-26 15:19:22","000868"
"2019-09-30","6.85亿","4.53亿","4.53亿","-","三季报","2020-02-26 15:19:27","000869"
"2019-09-30","21.46亿","21.46亿","19.54亿","1.92亿","三季报","2020-02-26 15:19:32","000875"
"2019-09-30","42.16亿","42.16亿","42.00亿","1647.64万","三季报","2020-02-26 15:19:38","000876"
"2019-09-30","10.49亿","10.49亿","8.80亿","1.69亿","三季报","2020-02-26 15:19:34","000877"
"2019-09-30","17.00亿","17.00亿","14.16亿","2.83亿","三季报","2020-02-26 15:19:41","000878"
"2019-09-30","2.76亿","2.76亿","1.35亿","1.41亿","三季报","2020-02-26 15:19:43","000880"
"2019-12-12","9.45亿","9.45亿","3.08亿","6.37亿","注销回购股份","2020-02-26 15:19:47","000881"
"2019-09-30","27.37亿","27.37亿","24.82亿","2.55亿","三季报","2020-02-26 15:19:52","000882"
"2019-09-30","65.07亿","65.07亿","65.04亿","295.56万","三季报","2020-02-26 15:19:55","000883"
"2019-09-30","4.96亿","4.96亿","4.96亿","-","三季报","2020-02-26 15:19:59","000885"
"2019-09-30","9.89亿","9.89亿","9.68亿","2035.04万","三季报","2020-02-26 15:20:03","000886"
"2019-09-30","12.21亿","12.21亿","12.18亿","271.99万","三季报","2020-02-26 15:20:06","000887"
"2019-09-30","5.27亿","5.27亿","5.27亿","-","三季报","2020-02-26 15:20:12","000888"
"2019-09-30","6.69亿","6.69亿","6.22亿","4745.82万","三季报","2020-02-26 15:20:15","000889"
"2019-09-30","3.80亿","3.80亿","3.80亿","1.70万","三季报","2020-02-26 15:20:17","000890"
"2019-09-30","9.81亿","9.81亿","5.38亿","4.43亿","三季报","2020-02-26 15:20:22","000892"
"2019-09-30","7.57亿","7.57亿","4.01亿","3.56亿","三季报","2020-02-26 15:20:23","000893"
"2019-09-30","33.19亿","33.19亿","8.83亿","24.37亿","三季报","2020-02-26 15:20:34","000895"
"2019-09-30","16.17亿","16.17亿","16.17亿","2.76万","三季报","2020-02-26 15:20:28","000897"
"2019-09-30","94.05亿","79.94亿","79.94亿","1.72万","三季报","2020-02-26 15:20:45","000898"
"2019-09-30","9.76亿","9.76亿","9.76亿","3800.00","三季报","2020-02-26 15:20:39","000899"
"2019-09-30","15.18亿","15.18亿","15.17亿","72.87万","三季报","2020-02-26 15:20:51","000900"
"2019-09-30","6.14亿","6.14亿","5.67亿","4718.44万","三季报","2020-02-26 15:20:52","000901"
"2019-10-22","13.05亿","13.05亿","11.73亿","1.31亿","其他","2020-02-26 15:21:01","000902"
"2019-09-30","19.71亿","19.71亿","17.67亿","2.04亿","三季报","2020-02-26 15:20:56","000903"
"2019-09-30","5.31亿","5.31亿","5.31亿","-","三季报","2020-02-26 15:21:05","000905"
"2019-09-30","6.75亿","6.75亿","6.55亿","1979.23万","三季报","2020-02-26 15:21:07","000906"
"2019-09-30","8.80亿","8.80亿","7.08亿","1.72亿","三季报","2020-02-26 15:21:08","000908"
"2019-09-30","3.12亿","3.12亿","3.11亿","135.04万","三季报","2020-02-26 15:21:13","000909"
"2019-09-30","5.54亿","5.54亿","5.40亿","1387.76万","三季报","2020-02-26 15:21:19","000910"
"2019-09-30","3.24亿","3.24亿","3.24亿","-","三季报","2020-02-26 15:21:24","000911"
"2019-09-30","15.68亿","15.68亿","15.68亿","-","三季报","2020-02-26 15:21:27","000912"
"2019-09-30","4.54亿","4.54亿","4.54亿","-","三季报","2020-02-26 15:21:34","000913"
"2019-09-30","2.34亿","2.34亿","2.33亿","89.90万","三季报","2020-02-26 15:21:37","000915"
"2019-09-30","14.18亿","14.18亿","12.95亿","1.23亿","三季报","2020-02-26 15:21:39","000917"
"2019-09-30","18.04亿","18.04亿","18.04亿","-","三季报","2020-02-26 15:21:44","000918"
"2019-09-30","5.04亿","5.04亿","5.03亿","121.07万","三季报","2020-02-26 15:21:47","000919"
"2019-09-30","4.22亿","4.22亿","4.22亿","18.84万","三季报","2020-02-26 15:21:53","000920"
"2019-09-30","13.63亿","9.03亿","9.02亿","101.06万","三季报","2020-02-26 15:21:57","000921"
"2019-09-30","4.90亿","4.90亿","4.85亿","459.05万","三季报","2020-02-26 15:22:04","000922"
"2019-06-30","6.53亿","6.53亿","1.98亿","4.55亿","半年报","2020-02-26 15:22:00","000923"
"2019-09-30","5.50亿","5.50亿","4.53亿","9633.75万","三季报","2020-02-26 15:22:02","000925"
"2019-09-30","9.62亿","9.62亿","9.46亿","1596.62万","三季报","2020-02-26 15:22:05","000926"
"2019-09-30","15.95亿","15.95亿","15.95亿","3100.00","三季报","2020-02-26 15:22:09","000927"
"2019-09-30","12.57亿","12.57亿","7.43亿","5.14亿","三季报","2020-02-26 15:22:15","000928"
"2019-06-30","1.86亿","1.86亿","1.86亿","1.18万","半年报","2020-02-26 15:22:22","000929"
"2019-09-30","18.48亿","18.48亿","8.12亿","10.35亿","三季报","2020-02-26 15:22:16","000930"
"2019-09-30","7.53亿","7.53亿","7.02亿","5103.64万","三季报","2020-02-26 15:22:23","000931"
"2019-09-30","42.22亿","42.22亿","42.21亿","41.23万","三季报","2020-02-26 15:22:25","000932"
"2019-09-30","19.00亿","19.00亿","19.00亿","3.18万","三季报","2020-02-26 15:22:30","000933"
"2019-09-30","7.63亿","7.63亿","7.63亿","1700.00","三季报","2020-02-26 15:22:36","000935"
"2019-09-30","8.86亿","8.86亿","8.85亿","67.57万","三季报","2020-02-26 15:22:38","000936"
"2019-09-30","35.34亿","35.34亿","29.07亿","6.27亿","三季报","2020-02-26 15:22:42","000937"
"2019-09-30","20.43亿","20.43亿","20.43亿","-","三季报","2020-02-26 15:22:48","000938"
"2019-09-30","3.21亿","3.21亿","3.20亿","13.60万","三季报","2020-02-26 15:22:50","000948"
"2019-10-14","12.58亿","12.58亿","12.57亿","54.07万","配售股份上市","2020-02-26 15:22:51","000949"
"2019-10-22","17.28亿","17.28亿","8.68亿","8.60亿","配售股份上市","2020-02-26 15:22:57","000950"
"2019-09-30","6.71亿","6.71亿","6.71亿","17.84万","三季报","2020-02-26 15:23:00","000951"
"2019-09-30","2.52亿","2.52亿","2.52亿","1.03万","三季报","2020-02-26 15:23:04","000952"
"2019-09-30","2.94亿","2.94亿","2.94亿","-","三季报","2020-02-26 15:23:13","000953"
"2019-03-31","5.38亿","5.38亿","5.38亿","79.67万","一季报","2020-02-26 15:23:10","000955"
"2019-09-30","5.93亿","5.93亿","5.93亿","1.12万","三季报","2020-02-26 15:23:18","000957"
"2019-09-30","11.02亿","11.02亿","10.99亿","300.00万","三季报","2020-02-26 15:23:17","000958"
"2019-10-09","52.89亿","52.89亿","50.57亿","2.32亿","配售股份上市","2020-02-26 15:23:21","000959"
"2019-09-30","16.69亿","16.69亿","16.69亿","7700.00","三季报","2020-02-26 15:23:25","000960"
"2019-09-30","37.28亿","37.28亿","37.18亿","995.55万","三季报","2020-02-26 15:23:23","000961"
"2019-09-30","4.41亿","4.41亿","4.41亿","1600.00","三季报","2020-02-26 15:23:33","000962"
"2019-09-30","17.50亿","17.50亿","17.50亿","2.52万","三季报","2020-02-26 15:23:27","000963"
"2019-09-30","11.10亿","11.10亿","11.10亿","-","三季报","2020-02-26 15:23:39","000965"
"2019-09-30","11.08亿","11.08亿","11.08亿","-","三季报","2020-02-26 15:23:44","000966"
"2019-09-30","31.63亿","31.63亿","11.46亿","20.17亿","三季报","2020-02-26 15:23:49","000967"
"2019-09-30","9.68亿","9.68亿","5.14亿","4.54亿","三季报","2020-02-26 15:23:54","000968"
"2019-09-30","10.26亿","10.26亿","10.01亿","2524.79万","三季报","2020-02-26 15:23:56","000969"
"2019-09-30","10.65亿","10.65亿","10.65亿","-","三季报","2020-02-26 15:24:00","000970"
"2019-09-30","10.59亿","10.59亿","5.91亿","4.68亿","三季报","2020-02-26 15:24:03","000971"
"2019-09-30","7.71亿","7.71亿","7.71亿","-","三季报","2020-02-26 15:24:07","000972"
"2019-09-30","9.67亿","9.67亿","9.67亿","2.32万","三季报","2020-02-26 15:24:09","000973"
"2019-09-30","19.83亿","19.83亿","12.37亿","7.46亿","三季报","2020-02-26 15:24:11","000975"
"2019-09-30","15.96亿","15.96亿","15.94亿","124.31万","三季报","2020-02-26 15:24:12","000976"
"2019-09-30","12.89亿","12.89亿","12.89亿","-","三季报","2020-02-26 15:24:13","000977"
"2019-09-30","3.60亿","3.60亿","3.60亿","4.66万","三季报","2020-02-26 15:24:20","000978"
"2019-09-30","20.28亿","20.28亿","12.46亿","7.82亿","三季报","2020-02-26 15:24:18","000980"
"2019-09-30","40.28亿","40.28亿","25.74亿","14.54亿","三季报","2020-02-26 15:24:27","000981"
"2019-09-30","18.05亿","18.05亿","18.05亿","-","三季报","2020-02-26 15:24:22","000982"
"2019-09-30","31.51亿","31.51亿","31.51亿","2300.00","三季报","2020-02-26 15:24:32","000983"
"2019-09-30","1.30亿","1.30亿","1.30亿","-","三季报","2020-02-26 15:24:33","000985"
"2019-10-29","27.53亿","27.53亿","26.67亿","8560.19万","配售股份上市","2020-02-26 15:24:34","000987"
"2019-09-30","10.06亿","10.06亿","10.05亿","32.57万","三季报","2020-02-26 15:24:36","000988"
"2019-09-30","8.69亿","8.69亿","5.89亿","2.80亿","三季报","2020-02-26 15:24:42","000989"
"2019-09-30","12.53亿","12.53亿","3.88亿","8.65亿","三季报","2020-02-26 15:24:47","000990"
"2019-09-30","4.58亿","4.58亿","3.73亿","8495.15万","三季报","2020-02-26 15:24:48","000993"
"2019-09-30","3.45亿","3.45亿","3.45亿","-","三季报","2020-02-26 15:24:53","000996"
"2019-09-30","10.44亿","10.44亿","10.07亿","3759.44万","三季报","2020-02-26 15:24:58","000997"
"2019-09-30","13.17亿","13.17亿","9.65亿","3.52亿","三季报","2020-02-26 15:24:54","000998"
"2019-09-30","9.79亿","9.79亿","9.78亿","50.47万","三季报","2020-02-26 15:25:02","000999"
"2019-09-30","11.45亿","11.45亿","8.91亿","2.54亿","三季报","2020-02-26 15:25:04","001696"
"2019-10-28","19.22亿","17.43亿","4.65亿","12.78亿","非公开发行股票","2020-02-26 15:25:10","001872"
"2019-06-30","11.51亿","11.51亿","9.30亿","2.21亿","半年报","2020-02-26 15:25:13","001896"
"2019-09-30","61.78亿","61.78亿","5.55亿","56.23亿","三季报","2020-02-26 15:25:14","001965"
"2019-09-30","79.16亿","79.16亿","79.16亿","42.30万","三季报","2020-02-26 15:25:17","001979"
"2019-09-30","21.49亿","21.49亿","21.21亿","2718.09万","三季报","2020-02-26 15:25:21","002001"
"2019-09-30","25.89亿","25.89亿","25.50亿","3885.64万","三季报","2020-02-26 15:25:25","002002"
"2019-09-30","7.58亿","7.58亿","6.50亿","1.08亿","三季报","2020-02-26 15:25:33","002003"
