"code","first_industry","second_industry","c_industry"
"002010","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"002012","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"002013","国防军工","航空装备","国防军工 — 航空装备"
"002014","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"002015","公用事业","电力","公用事业 — 电力"
"002016","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"002017","通信","通信设备","通信 — 通信设备"
"002019","医药生物","化学制药","医药生物 — 化学制药"
"002020","医药生物","化学制药","医药生物 — 化学制药"
"002021","机械设备","专用设备","机械设备 — 专用设备"
"002022","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"002023","国防军工","航空装备","国防军工 — 航空装备"
"002024","商业贸易","专业零售","商业贸易 — 专业零售"
"002025","国防军工","航天装备","国防军工 — 航天装备"
"002026","机械设备","通用机械","机械设备 — 通用机械"
"002027","传媒","营销传播","传媒 — 营销传播"
"002028","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"002029","纺织服装","服装家纺","纺织服装 — 服装家纺"
"002030","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"002031","机械设备","专用设备","机械设备 — 专用设备"
"002032","家用电器","白色家电","家用电器 — 白色家电"
"002033","休闲服务","旅游综合Ⅱ","休闲服务 — 旅游综合Ⅱ"
"002034","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"002035","家用电器","白色家电","家用电器 — 白色家电"
"002036","电子","光学光电子","电子 — 光学光电子"
"002037","化工","化学制品","化工 — 化学制品"
"002038","医药生物","生物制品Ⅱ","医药生物 — 生物制品Ⅱ"
"002039","公用事业","电力","公用事业 — 电力"
"002040","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"002041","农林牧渔","种植业","农林牧渔 — 种植业"
"002042","纺织服装","纺织制造","纺织服装 — 纺织制造"
"002043","建筑材料","其他建材","建筑材料 — 其他建材"
"002044","医药生物","医疗服务Ⅱ","医药生物 — 医疗服务Ⅱ"
"002045","电子","电子制造","电子 — 电子制造"
"002046","机械设备","通用机械","机械设备 — 通用机械"
"002047","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"002048","汽车","汽车零部件","汽车 — 汽车零部件"
"002049","电子","半导体","电子 — 半导体"
"002050","家用电器","白色家电","家用电器 — 白色家电"
"002051","建筑装饰","专业工程","建筑装饰 — 专业工程"
"002052","家用电器","视听器材","家用电器 — 视听器材"
"002053","化工","化学原料","化工 — 化学原料"
"002054","化工","化学制品","化工 — 化学制品"
"002055","电子","电子制造","电子 — 电子制造"
"002056","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"002057","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"002058","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"002059","机械设备","专用设备","机械设备 — 专用设备"
"002060","建筑装饰","基础建设","建筑装饰 — 基础建设"
"002061","建筑装饰","基础建设","建筑装饰 — 基础建设"
"002062","建筑装饰","基础建设","建筑装饰 — 基础建设"
"002063","计算机","计算机应用","计算机 — 计算机应用"
"002064","化工","化学纤维","化工 — 化学纤维"
"002065","计算机","计算机应用","计算机 — 计算机应用"
"002066","建筑材料","其他建材","建筑材料 — 其他建材"
"002067","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"002068","化工","橡胶","化工 — 橡胶"
"002069","农林牧渔","渔业","农林牧渔 — 渔业"
"002071","传媒","营销传播","传媒 — 营销传播"
"002072","计算机","计算机应用","计算机 — 计算机应用"
"002073","机械设备","专用设备","机械设备 — 专用设备"
"002074","电气设备","电源设备","电气设备 — 电源设备"
"002075","钢铁","钢铁","钢铁 — 钢铁"
"002076","电子","光学光电子","电子 — 光学光电子"
"002077","电子","半导体","电子 — 半导体"
"002078","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"002079","电子","半导体","电子 — 半导体"
"002080","化工","化学制品","化工 — 化学制品"
"002081","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"002082","建筑材料","其他建材","建筑材料 — 其他建材"
"002083","纺织服装","纺织制造","纺织服装 — 纺织制造"
"002084","轻工制造","家用轻工","轻工制造 — 家用轻工"
"002085","汽车","汽车零部件","汽车 — 汽车零部件"
"002086","农林牧渔","渔业","农林牧渔 — 渔业"
"002087","纺织服装","纺织制造","纺织服装 — 纺织制造"
"002088","建筑材料","其他建材","建筑材料 — 其他建材"
"002089","通信","通信设备","通信 — 通信设备"
"002090","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"002091","商业贸易","贸易Ⅱ","商业贸易 — 贸易Ⅱ"
"002092","化工","化学原料","化工 — 化学原料"
"002093","通信","通信设备","通信 — 通信设备"
"002094","化工","化学制品","化工 — 化学制品"
"002095","传媒","互联网传媒","传媒 — 互联网传媒"
"002096","化工","化学制品","化工 — 化学制品"
"002097","机械设备","专用设备","机械设备 — 专用设备"
"002098","纺织服装","纺织制造","纺织服装 — 纺织制造"
"002099","医药生物","化学制药","医药生物 — 化学制药"
"002100","农林牧渔","饲料Ⅱ","农林牧渔 — 饲料Ⅱ"
"002101","汽车","汽车零部件","汽车 — 汽车零部件"
"002102","医药生物","化学制药","医药生物 — 化学制药"
"002103","传媒","互联网传媒","传媒 — 互联网传媒"
"002104","通信","通信设备","通信 — 通信设备"
"002105","汽车","其他交运设备","汽车 — 其他交运设备"
"002106","电子","光学光电子","电子 — 光学光电子"
"002107","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"002108","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"002109","化工","化学制品","化工 — 化学制品"
"002110","钢铁","钢铁","钢铁 — 钢铁"
"002111","机械设备","专用设备","机械设备 — 专用设备"
"002112","电气设备","高低压设备","电气设备 — 高低压设备"
"002113","传媒","互联网传媒","传媒 — 互联网传媒"
"002114","有色金属","工业金属","有色金属 — 工业金属"
"002115","通信","通信设备","通信 — 通信设备"
"002116","建筑装饰","基础建设","建筑装饰 — 基础建设"
"002117","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"002118","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"002119","电子","半导体","电子 — 半导体"
"002120","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"002121","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"002122","机械设备","通用机械","机械设备 — 通用机械"
"002123","通信","通信运营","通信 — 通信运营"
"002124","农林牧渔","饲料Ⅱ","农林牧渔 — 饲料Ⅱ"
"002125","化工","化学原料","化工 — 化学原料"
"002126","汽车","汽车零部件","汽车 — 汽车零部件"
"002127","商业贸易","专业零售","商业贸易 — 专业零售"
"002128","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"002129","电气设备","电源设备","电气设备 — 电源设备"
"002130","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"002131","传媒","营销传播","传媒 — 营销传播"
"002132","机械设备","金属制品","机械设备 — 金属制品"
"002133","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"002134","电子","元件Ⅱ","电子 — 元件Ⅱ"
"002135","建筑装饰","专业工程","建筑装饰 — 专业工程"
"002136","化工","化学制品","化工 — 化学制品"
"002137","传媒","营销传播","传媒 — 营销传播"
"002138","电子","元件Ⅱ","电子 — 元件Ⅱ"
"002139","电子","电子制造","电子 — 电子制造"
"002140","建筑装饰","专业工程","建筑装饰 — 专业工程"
"002141","电子","其他电子","电子 — 其他电子"
"002142","银行","银行","银行 — 银行"
"002144","纺织服装","纺织制造","纺织服装 — 纺织制造"
"002145","化工","化学制品","化工 — 化学制品"
"002146","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"002147","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"002148","传媒","互联网传媒","传媒 — 互联网传媒"
"002149","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"002150","机械设备","金属制品","机械设备 — 金属制品"
"002151","国防军工","航天装备","国防军工 — 航天装备"
"002152","计算机","计算机设备","计算机 — 计算机设备"
"002153","计算机","计算机应用","计算机 — 计算机应用"
"002154","纺织服装","服装家纺","纺织服装 — 服装家纺"
"002155","有色金属","黄金","有色金属 — 黄金"
"002156","电子","半导体","电子 — 半导体"
"002157","农林牧渔","饲料Ⅱ","农林牧渔 — 饲料Ⅱ"
"002158","机械设备","通用机械","机械设备 — 通用机械"
"002159","休闲服务","旅游综合Ⅱ","休闲服务 — 旅游综合Ⅱ"
"002160","有色金属","工业金属","有色金属 — 工业金属"
"002161","电子","其他电子","电子 — 其他电子"
"002162","建筑材料","其他建材","建筑材料 — 其他建材"
"002163","建筑材料","其他建材","建筑材料 — 其他建材"
"002164","机械设备","通用机械","机械设备 — 通用机械"
"002165","化工","化学制品","化工 — 化学制品"
"002166","医药生物","生物制品Ⅱ","医药生物 — 生物制品Ⅱ"
"002167","有色金属","稀有金属","有色金属 — 稀有金属"
"002168","传媒","互联网传媒","传媒 — 互联网传媒"
"002169","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"002170","化工","化学制品","化工 — 化学制品"
"002171","有色金属","工业金属","有色金属 — 工业金属"
"002172","化工","化学纤维","化工 — 化学纤维"
"002173","医药生物","医疗服务Ⅱ","医药生物 — 医疗服务Ⅱ"
"002174","传媒","互联网传媒","传媒 — 互联网传媒"
"002175","传媒","文化传媒","传媒 — 文化传媒"
"002176","电气设备","电机","电气设备 — 电机"
"002177","计算机","计算机设备","计算机 — 计算机设备"
"002178","建筑装饰","专业工程","建筑装饰 — 专业工程"
"002179","国防军工","航空装备","国防军工 — 航空装备"
"002180","计算机","计算机设备","计算机 — 计算机设备"
"002181","传媒","文化传媒","传媒 — 文化传媒"
"002182","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"002183","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"002184","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"002185","电子","半导体","电子 — 半导体"
"002186","休闲服务","餐饮Ⅱ","休闲服务 — 餐饮Ⅱ"
"002187","商业贸易","一般零售","商业贸易 — 一般零售"
"002188","电子","电子制造","电子 — 电子制造"
"002189","电子","光学光电子","电子 — 光学光电子"
"002190","电气设备","电源设备","电气设备 — 电源设备"
"002191","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"002192","机械设备","专用设备","机械设备 — 专用设备"
"002193","纺织服装","纺织制造","纺织服装 — 纺织制造"
"002194","通信","通信设备","通信 — 通信设备"
"002195","计算机","计算机应用","计算机 — 计算机应用"
"002196","电气设备","电机","电气设备 — 电机"
"002197","计算机","计算机设备","计算机 — 计算机设备"
"002198","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"002199","电子","元件Ⅱ","电子 — 元件Ⅱ"
"002200","建筑装饰","园林工程","建筑装饰 — 园林工程"
"002201","化工","化学制品","化工 — 化学制品"
"002202","电气设备","电源设备","电气设备 — 电源设备"
"002203","有色金属","工业金属","有色金属 — 工业金属"
"002204","机械设备","专用设备","机械设备 — 专用设备"
"002205","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"002206","化工","化学纤维","化工 — 化学纤维"
"002207","采掘","采掘服务","采掘 — 采掘服务"
"002208","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"002209","机械设备","专用设备","机械设备 — 专用设备"
"002210","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"002211","化工","化学制品","化工 — 化学制品"
"002212","计算机","计算机应用","计算机 — 计算机应用"
"002213","汽车","汽车零部件","汽车 — 汽车零部件"
"002214","电子","其他电子","电子 — 其他电子"
"002215","化工","化学制品","化工 — 化学制品"
"002216","食品饮料","食品加工","食品饮料 — 食品加工"
"002217","电子","光学光电子","电子 — 光学光电子"
"002218","电气设备","电源设备","电气设备 — 电源设备"
