"code","c_actual_controller","c_final_controller","c_chairman","c_chairman_secretary","c_legal_representative","c_general_manager"
"000049","惠州市人民政府国有资产监督管理委员会","惠州市人民政府国有资产监督管理委员会","刘其","王锋","刘其","何文彬"
"000050","中国航空技术国际控股有限公司","国务院国有资产监督管理委员会","陈宏良","陈冰峡","陈宏良","孙永茂"
"000055","熊建明","熊建明","熊建明","周志刚","熊建明","熊建明"
"000056","郑康豪","郑康豪","郑康豪","曹剑","郑康豪","陈小海"
"000058","深圳市人民政府国有资产监督管理委员会","深圳市人民政府国有资产监督管理委员会","张良","彭爱云","张良","-"
"000059","中国兵器工业集团公司","国务院国有资产管理委员会","李春建","孙世界","任勇强","任勇强"
"000060","广东省人民政府国有资产监督管理委员会","广东省人民政府国有资产监督管理委员会","余刚","薛泽彬","余刚","张木毅"
"000061","深圳市人民政府国有资产监督管理委员会","深圳市人民政府国有资产监督管理委员会","何建锋","江疆","何建锋","黄明"
"000062","梁光伟","梁光伟","胡新安","王瑛","胡新安","胡新安"
"000063","--","--","李自学","丁建中","李自学","徐子阳"
"000065","中国北方工业有限公司","国务院国有资产监管管理委员会","王一彤","杜晓东","原军","原军"
"000066","中国电子信息产业集团有限公司","国务院国有资产监督管理委员会","宋黎定","郭镇","宋黎定","徐刚"
"000068","山西省国有资本投资运营有限公司","山西省国有资本投资运营有限公司","黄俞","丁勤","黄俞","黄俞"
"000069","华侨城集团有限公司","国务院国有资产监督管理委员会","段先念","关山","段先念","王晓雯"
"000070","深圳市人民政府国有资产监督管理委员会","深圳市人民政府国有资产监督管理委员会","蒋勤俭","张大军","蒋勤俭","杨洪宇"
"000078","张思民","张思民","张思民","沈大凯","张思民","张锋"
"000088","深圳市人民政府国有资产监督管理委员会","深圳市人民政府国有资产监督管理委员会","乔宏伟","陈磊","乔宏伟","彭建强"
"000089","深圳市国有资产监督管理委员会","深圳市国有资产监督管理委员会","陈敏生","孙郑岭","陈敏生","陈繁华"
"000090","深圳市人民政府国有资产监督管理委员会","深圳市人民政府国有资产监督管理委员会","韩德宏","方东红","韩德宏","宋扬"
"000096","深圳市科汇通投资控股有限公司","深圳市南山区国有资产监督管理委员会","张桂泉","嵇元弘","张桂泉","李洪生"
"000099","中国中信集团有限公司","中华人民共和国财政部","杨威","徐树田","杨威","王鹏"
"000100","-","-","李东生","廖骞","李东生","-"
"000150","刘绍喜","刘绍喜","陈奕民","阎小佳","陈奕民","刘壮青"
"000151","国家开发投资集团有限公司","国务院资产管理委员会","刘艳","张朋","刘艳","张晖"
"000153","安徽丰原集团有限公司","李荣杰","何宏满","张军","何宏满","卢家和"
"000155","四川省国有资产监督管理委员会","四川省国有资产监督管理委员会","吕必会","张斌","吕必会","何勇"
"000156","杭州文化广播电视集团","杭州市财政局","陆政品","张晨","陆政品","乔小燕"
"000157","-",,"詹纯新","杨笃志","詹纯新","詹纯新"
"000158","石家庄市国有资产监督管理委员会","石家庄市国有资产监督管理委员会","肖荣智","池俊平","肖荣智","应华江"
"000159","张彦夫","张彦夫","丁治平","李润起","丁治平","丁治平"
"000166","中央汇金投资有限责任公司","中央汇金投资有限责任公司","储晓明","阳昌云","徐志斌","徐志斌"
"000301","缪汉根、朱红梅","缪汉根、朱红梅","缪汉根","王俊","缪汉根","缪汉根"
"000333","何享健","何享健","方洪波","江鹏","方洪波","方洪波"
"000338","山东重工集团有限公司","山东省国有资产监督管理委员会","谭旭光","王丽","谭旭光","谭旭光"
"000400","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","张旭升","万桂龙","张旭升","任志航"
"000401","北京市人民政府国有资产监督管理委员会","北京市人民政府国有资产监督管理委员会","姜长禄","刘宇","姜长禄","孔庆辉"
"000402","北京市西城区国有资产监督管理委员会","北京市西城区国有资产监督管理委员会","高靓","张晓鹏","高靓","吕洪斌"
"000403","--",,"黄灵谋","赵玉林","黄灵谋","朱光祖"
"000404","绵阳市国有资产监督管理委员会","绵阳市国有资产监督管理委员会","杨秀彪","史强","杨秀彪","朱金松"
"000407","--","--","王鹏","杜以宏","王鹏","杜以宏"
"000408","肖永明","肖永明","曹邦俊","王一诺","曹邦俊","肖瑶"
"000409","山东省人民政府","山东省人民政府","张宝才","刘波","张宝才","尤加强"
"000410","沈阳机床(集团)有限责任公司","沈阳市国有资产监督管理委员会","赵彪","张天右","赵彪","徐仲"
"000415","海南省慈航公益基金会","海南省慈航公益基金会","卓逸群","王景然","卓逸群","马伟华"
"000416","卢志强","卢志强","余政","张颖","余政","陈家华"
"000417","合肥市国有资产管理委员会","合肥市国有资产管理委员会","刘浩","杨志春","刘浩","王浩"
"000419","长沙市国有资产监督管理委员会","长沙市国有资产监督管理委员会","周兆达","杨格艺","周兆达","周兆达"
"000420","吉林省人民政府国有资产监督管理委员会","吉林省人民政府国有资产监督管理委员会","宋德武","徐建国","宋德武","金东杰"
"000421","南京市人民政府国有资产监督管理委员会","南京市人民政府国有资产监督管理委员会","李祥","徐宁","李祥","周伟"
"000422","宜昌市国有资产监督管理委员会","宜昌市国有资产监督管理委员会","卞平官","强炜","卞平官","郭锐"
"000423","中国华润有限公司","国务院国有资产监督管理委员会","韩跃伟","吴怀峰","秦玉峰","秦玉峰"
"000425","徐州工程机械集团有限公司","徐州市人民政府","王民","费广胜","王民","陆川"
"000426","吉兴业","吉兴业","吉兴业","孙凯","吉兴业","吉兴军"
"000428","湖南省人民政府国有资产监督管理委员会","湖南省人民政府国有资产监督管理委员会","蒋利亚","刘胜","蒋利亚","-"
"000429","广东省国有资产监督管理委员会","广东省国有资产监督管理委员会","郑任发","杨汉明","郑任发","汪春华"
"000430","张家界市人民政府国有资产监督管理委员会","张家界市人民政府国有资产监督管理委员会","戴名清","金鑫","戴名清","陈琛"
"000488","寿光市国有资产监督管理办公室","寿光市国有资产监督管理办公室","陈洪国","袁西坤","陈洪国","李伟先"
"000498","山东省人民政府国有资产监督管理委员会","山东省人民政府国有资产监督管理委员会","周新波","赵明学","周新波","王振江"
"000501","武汉国有资产经营有限公司","武汉市国有资产监督管理委员会","陈军","李轩","陈军","秦琴"
"000502","余斌","余斌","金志峰","王斌","金志峰","王斌"
"000503","中国国新控股有限责任公司","国务院国有资产监督管理委员会","贾岩燕","肖琴","贾岩燕","李永华"
"000504","湖南省人民政府","湖南省人民政府","金文泉","陈勇","金文泉","向双林"
"000505","北京市国有资产监督管理委员会","北京市国有资产监督管理委员会","李少陵","关颖","李少陵","王春立"
"000506","郭昌玮","郭昌玮","卢涛","曾滔","卢涛","-"
"000507","珠海市人民政府国有资产监督管理委员会","珠海市人民政府国有资产监督管理委员会","欧辉生","薛楠","欧辉生","黄志华"
"000509","李雪峰、张子若","李雪峰、张子若","李雪峰","吴胜峰","吴奕中","吴奕中"
"000510","刘江东","刘江东","刘江东","侯晓勤","刘江东","彭朗"
"000513","朱保国","朱保国","朱保国","杨亮","朱保国","唐阳刚"
"000514","重庆市国有资产监督管理委员会","重庆市国有资产监督管理委员会","徐平","谢勇彬","徐平","王安金"
"000517","王久芳","王久芳","王久芳","邓华堂","王久芳","王丛玮"
"000518",,,"孙国建","周扬","孙国建","孙国建"
"000519","中国兵器工业集团有限公司","国务院国有资产监督管理委员会","陈建华","韩韬","陈建华","魏军"
"000520","陈德顺","陈德顺","肖湘","肖湘","王涛","王涛"
"000521","绵阳市国有资产监督管理委员会","绵阳市国有资产监督管理委员会","吴定刚","李霞","吴定刚","寇化梦"
"000523","广州市国有资产监督管理委员会","广州市国有资产监督管理委员会","赵璧秋","王志刚","赵璧秋","陈建斌"
"000524","广州市人民政府国有资产监督管理委员会","广州市人民政府国有资产监督管理委员会","陈白羽","郑定全","陈白羽","陈白羽"
"000525","杨寿海","杨寿海","杨寿海","唐志军","杨寿海","陈新春"
"000526","清华控股有限公司","教育部","吴胜武","刁月霞","吴胜武","-"
"000528","广西壮族自治区国有资产管理委员会","广西壮族自治区国有资产管理委员会","曾光安","黄华琳","曾光安","黄海波"
"000529","广东省出版集团有限公司","广东省人民政府","蔡飚","苏东明","蔡飚","陈子召"
"000530","-","--","纪志坚","宋文宝","纪志坚","丁杰"
"000531","广州开发区管理委员会","广州开发区管理委员会","钟英华","张晖","钟英华","朱晓文"
"000532","珠海市人民政府国有资产监督管理委员会","珠海市人民政府国有资产监督管理委员会","李光宁","高小军","李光宁","郭瑾"
"000533","-","-","黄志雄","吴鹏","黄志雄","黄志雄"
"000534","林伟光","林伟光","黄振光","蔡勇峰","黄振光","毕天晓"
"000536","中华映管股份有限公司","大同股份有限公司","林俊","陆辉","林俊","胡建容"
"000537","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","周悦刚","张坤杰","周悦刚","王晓成"
"000538","--","--","王明辉","吴伟","王明辉","尹品耀"
"000539","广东省人民政府国有资产监督管理委员会","广东省人民政府国有资产监督管理委员会","王进","刘维","王进","郑云鹏"
"000540","罗玉平","罗玉平","罗玉平","谭忠游","罗玉平","张智"
"000541","广东省广晟资产经营有限公司","广东省人民政府国有资产监督管理委员会","何勇","何勇","何勇","刘醒明"
"000543","安徽省国有资产监督管理委员会","安徽省国有资产监督管理委员会","朱宜存","侯海晏","朱宜存","廖雪松"
"000544","郑州市人民政府","郑州市人民政府","李建平","郑玉民","李建平","李建平"
"000545","郭金东","郭金东","郭金东","戴洪刚","郭金东","彭安铮"
"000546","赵璧生、赵辉","赵璧生、赵辉","赵辉","张以涛","赵辉","赵辉"
"000547","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","崔玉平","吴小兰","崔玉平","王文海"
"000548","长沙市国有资产监督管理委员会","长沙市国有资产监督管理委员会","刘林平","郭颂华","刘林平","陈小松"
"000550","江铃汽车集团公司、重庆长安汽车股份有限公司","南昌市国有资产监督管理委员会、国务院国有资产监督管理委员会","邱天高","宛虹","邱天高","王文涛"
"000551","苏州市人民政府","苏州市人民政府","刘春奇","周成明","刘春奇","朱志浩"
"000552","甘肃省国有资产监督管理委员会","甘肃省国有资产监督管理委员会","杨先春","滕万军","杨先春","马海龙"
"000553","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","杨兴强","李忠禧","Chen Lichtenstein","Chen Lichtenstein"
"000554","中国石油化工集团公司","国务院国有资产监督管理委员会","岳祥训","李支清","岳祥训","宋鹏"
"000555","-","-","郭为","刘伟刚","郭为","李鸿春"
"000557","宁夏国有资本运营集团有限责任公司","宁夏回族自治区人民政府","李广林","刘登昭","李广林","陈存兵"
"000558","成都市国有资产监督管理委员会","成都市国有资产监督管理委员会","蒋蔚炜","邹玮","刘晓亮","刘晓亮"
"000559","鲁伟鼎","鲁伟鼎","管大源","邓文","管大源","李平一"
"000560","谢勇","谢勇","谢勇","文彬","谢勇","谢勇"
"000561","陕西省人民政府国有资产监督管理委员会","陕西省人民政府国有资产监督管理委员会","唐大楷","赵冬","唐大楷","李培峰"
"000563","陕西省人民政府国有资产监督管理委员会","陕西省人民政府国有资产监督管理委员会","薛季民","李玲","薛季民","姚卫东"
"000564","海南省慈航公益基金会","海南省慈航公益基金会","杜小平","杜璟","杜小平","韩玮"
"000565","重庆市国有资产监督管理委员会","重庆市国有资产监督管理委员会","张伟林","楼晓波","张伟林","魏雪峰"
"000566","刘悉承","刘悉承","刘悉承","李日萌","刘悉承","王海帆"
"000567","王广西","王广西","王广西","梁译之","王广西","王岩玲"
"000568","泸州市国有资产监督管理委员会","泸州市国有资产监督管理委员会","刘淼","王洪波","刘淼","林锋"
"000570","常州市人民政府国有资产监督管理委员会","常州市人民政府国有资产监督管理委员会","史新昆","何建江","史新昆","张新"
"000571","-","2万","王磊","任春雨","陈阳友","许树茂"
"000572","景柱","景柱","孙忠春","刘锐","孙忠春","孙忠春"
"000573","陈海涛","陈海涛","周明轩","鄢国根","周明轩","钟振强"
"000576","胡成中","胡成中","黄克","沙伟","施永晨","施永晨"
"000581","江苏省无锡市国有资产管理委员会","江苏省无锡市国有资产管理委员会","陈学军","周卫星","陈学军","王晓东"
"000582","广西自治区国有资产监督管理委员会","广西自治区国有资产监督管理委员会","周小溪","何典治","周小溪","陈斯禄"
"000584","艾迪、乔徽","艾迪、乔徽","艾迪","王妍","乔徽","乔徽"
"000585","海南省慈航公益基金会","海南省慈航公益基金会","李瑞","丁继实","祝捷","李瑞"
"000586",,,"何波","张轩","何波","何波"
"000587","朱要文","朱要文","朱要文","朱要文","朱要文","-"
"000589","贵阳市人民政府国有资产监督管理委员会","贵阳市人民政府国有资产监督管理委员会","黄舸舸","蒋大坤","黄舸舸","何宇平"
"000590","清华控股有限公司","教育部","王书贵","曹定兴","王书贵","但铭"
"000591","中国节能环保集团有限公司","国务院国有资产监督管理委员会","曹华斌","张蓉蓉","曹华斌","张会学"
"000592","刘平山","刘平山","刘平山","李茜","刘平山","王志明"
"000593","丁立国","丁立国","丁立国","郑蜀闽","丁立国","刘强"
"000595","孙珩超","孙珩超","王静波","吴文渊","王静波","杜建文"
"000596","安徽省亳州市人民政府","安徽省亳州市人民政府","梁金辉","叶长青","梁金辉","周庆伍"
"000598","成都市国有资产监督管理委员会","成都市国有资产监督管理委员会","李本文","赵璐","李本文","杨磊"
"000599","青岛市国有资产监督管理委员会","青岛市国有资产监督管理委员会","柴永森","刘兵","柴永森","苏明"
"000600","河北省政府国有资产监督管理委员会","河北省政府国有资产监督管理委员会","米大斌","孙原","徐贵林","王剑峰"
"000601","-","-","陈来泉","胡启金","陈来泉","肖南贵"
"000603","赵满堂","赵满堂","朱胜利","张开彦","朱胜利","王学武"
"000605","天津市水务局","天津市水务局","江波","李新霞","江波","王新玲"
"000606","-",,"彭聪","黄海勇","彭聪","彭聪"
"000607","杭州日报报业集团","杭州日报报业集团","董悦","高坚强","董悦","张剑秋"
"000608","--",,"唐军","赵博","唐军","杨宁"
"000609","李勤","李勤","李勤","何帆","李勤","解斌"
"000611","邱士杰","邱士杰","邱士杰","姜琴","邱士杰","邱士杰"
"000612","--","-","霍斌","王科芳","霍斌","周传良"
"000613","徐自力","徐自力","袁小平","汪宏娟","袁小平","袁小平"
"000615","田汉","田汉","田汉","李红","田汉","张祥顺"
"000616","海南省慈航公益基金会","海南省慈航公益基金会","朱卫军","朱西川","朱卫军","蒙永涛"
"000617","中国石油天然气集团有限公司","中国石油天然气集团有限公司","刘跃珍","王华","蒋尚军","蒋尚军"
"000619","安徽省国有资产监督管理委员会","安徽省国有资产监督管理委员会","万涌","汪涛","万涌","王杨林"
"000620","傅军","傅军","苏波","杭冠宇","苏波","苏波"
"000622","马伟进","马伟进","马伟进","李滔","马伟进","吕友帮"
"000623","李秀林及一致行动人","李秀林及一致行动人","李秀林","王振宇","李秀林","郭淑芹"
"000625","中国兵器装备集团有限公司","国务院国有资产监督管理委员会","张宝林","黎军","张宝林","朱华荣"
"000626","胡凯军","胡凯军","金波","张勉","金波","金波"
"000627","刘益谦","刘益谦","刘益谦","龙飞","刘益谦","肖云华"
"000628","成都高新技术产业开发区管理委员会","成都高新技术产业开发区管理委员会","任正","杨砚琪","任正","黄悦"
"000629","鞍钢集团有限公司","鞍钢集团有限公司","段向东","罗玉惠","段向东","杨秀亮"
"000630","安徽省国有资产监督管理委员会","安徽省国有资产监督管理委员会","杨军","吴和平","杨军","蒋培进"
"000631","鲁伟鼎","鲁伟鼎","管大源","钱嘉清","管大源","王德宏"
"000632","--",,"卢少辉","吴静","卢少辉","王锋"
"000633","甘霖","甘霖","康莹","冯少伟","康莹","康莹"
"000635","中国国电集团有限公司","国务院国有资产监督管理委员会","张华","李学军","张华","田少平"
"000636","广东省人民政府国有资产监督管理委员会","广东省人民政府国有资产监督管理委员会","王广军","陈绪运","王广军","王金全"
"000637","刘军","刘军","范洪岩","袁国强","范洪岩","曹光明"
"000638","张晖","张晖","张晖","郭子斌","张晖","章寒晖"
"000639","王勇","王勇","王辉","王超","王辉","王辉"
"000650","杨文龙","杨文龙","梅强","姜锋","梅强","张威"
"000651","珠海市国有资产监督管理委员会","珠海市国有资产监督管理委员会","董明珠","望靖东","董明珠","董明珠"
"000652","天津泰达投资控股有限公司","天津市国有资产监督管理委员会","胡军","胡军","胡军","胡军"
"000655","山东省人民政府国有资产监督管理委员会","山东省人民政府国有资产监督管理委员会","刘远清","邱卫东","刘远清","孙瑞斋"
"000656","黄红云","黄红云","蒋思海","徐国富","蒋思海","喻林强"
"000657","中国五矿集团有限公司","中国五矿集团有限公司","李仲泽","邓英杰","李仲泽","谢康德"
"000659","--",,"刘锦钟","刘锦钟","刘锦钟","张海滨"
"000661","长春新区国有资产监督管理委员会","长春新区国有资产监督管理委员会","马骥","张德申","马骥","安吉祥"
"000662","梁国坚、张桂珍","梁国坚、张桂珍","迟晨","迟晨","夏建统","陈雪梅"
"000663","永安市国有资产管理委员会","永安市国有资产管理委员会","吴景贤","谢红","吴景贤","-"
"000665","湖北广播电视台","湖北广播电视台","王彬","赵洪涛","王彬","-"
"000666","中国恒天集团有限公司","国务院国有资产监督管理委员会","叶茂新","叶雪华","叶茂新","姚育明"
"000667","刘道明","刘道明","刘道明","冯娴","汤国强","汤国强"
"000668","盛毓南","盛毓南","王征","谢高","王征","王焕新"
"000669","陈义和","陈义和","王议农","焦玉文","王议农","吕涛"
"000670","--","--","张韵","王芳","张韵","张韵"
"000671","吴洁","吴洁","林腾蛟","徐慜婧","林腾蛟","朱荣斌"
"000672","俞锋","俞锋","俞锋","瞿辉","俞锋","俞锋"
"000673","王春芳","王春芳","施亮","施亮","王玺锭","王玺锭"
"000676",,,"赵立仁","李凌霄","赵立仁","熊贵成"
"000677","胡兴荣","胡兴荣","季长彬","姜大广","孙健","孙健"
"000678","贾志宏","贾志宏","高少兵","孟杰","高少兵","张雷"
"000679","陈志祥","陈志祥","熊强","姜广威","熊强","李剑"
"000680","山东省国有资产监督管理委员会","山东省国有资产监督管理委员会","刘会胜","袁青","刘会胜","张民"
"000681","吴春红、廖道训、吴玉瑞、柴继军、梁世平","吴春红、廖道训、吴玉瑞、柴继军、梁世平","廖杰","刘楠","廖杰","梁军"
"000682","烟台市人民政府国有资产监督管理委员会","烟台市人民政府国有资产监督管理委员会","丁振华","王清刚","丁振华","方正基"
"000683","戴连荣","戴连荣","宋为兔","纪玉虎","宋为兔","梁润彪"
"000685","中山市人民政府国有资产监督管理委员会","中山市人民政府国有资产监督管理委员会","魏军锋","李春辉","魏军锋","刘雪涛"
"000686","--","--","李福春","王天文","李福春","何俊岩"
"000687","吴光胜","吴光胜","吴光胜","李湘平","吴光胜","张沈卫"
"000688","吴城","吴城","吴城","商华军","吴城","吴建元"
"000690","叶华能","叶华能","宁远喜","刘沣","宁远喜","刘沣"
"000691","朱全祖","朱全祖","马兵","李小慧","马兵","马兵"
"000692","沈阳市国有资产监督管理委员会","沈阳市国有资产监督管理委员会","李久旭","李久旭","李久旭","徐朋业"
"000695","天津市文化体制改革和发展工作领导小组办公室","天津市文化体制改革和发展工作领导小组办公室","张云峰","魏伟","张云峰","李勃洋"
"000697","张政","张政","张政","赵卫军","张政","张政"
"000698","中国蓝星(集团)股份有限公司","中国国有资产监督管理委员会","孙泽胜","周展鹏","孙泽胜","孙泽胜"
"000700","江阴模塑集团有限公司","曹明芳","曹克波","单琛雁","曹克波","曹克波"
"000701","厦门市人民政府国有资产监督管理委员会","厦门市人民政府国有资产监督管理委员会","曾挺毅","陈弘","曾挺毅","王明成"
"000702","湖南省岳阳市屈原管理区","湖南省岳阳市屈原管理区","刘献文","刘浩","刘献文","刘献文"
"000703","邱建林","邱建林","方贤水","郑新刚","方贤水","楼翔"
"000705","绍兴市人民政府国有资产监督管理委员会","绍兴市人民政府国有资产监督管理委员会","吕军","周黔莉","吕军","柴军"
"000707","湖北省宜昌市人民政府国有资产监督管理委员会","湖北省宜昌市人民政府国有资产监督管理委员会","汪万新","张雷","汪万新","鲁强"
"000708","中国中信集团有限公司","中华人民共和国财政部","俞亚鹏","王海勇","俞亚鹏","钱刚"
"000709","河北省国有资产监督管理委员会","河北省国有资产监督管理委员会","于勇","李卜海","于勇","王兰玉"
"000710","高扬","高扬","高扬","金晋","高扬","周代星"
"000711","郭绍增","郭绍增","杨仁贵","刘欣","杨仁贵","吴春军"
"000712","杨志茂","杨志茂","朱凤廉","罗序浩","朱凤廉","张丹丹"
"000713","合肥市国有资产监督管理委员会","合肥市国有资产监督管理委员会","杨林","顾晓新","杨林","戴登安"
"000715","方威","方威","魏海军","杨军","魏海军","屈大勇"
"000716","李汉荣,李汉朝,李玉琦为代表的李氏家族7人、韦清文","李汉荣,李汉朝,李玉琦为代表的李氏家族7人、韦清文","韦清文","龙耐坚","韦清文","刘辉"
"000717","中国宝武钢铁集团有限公司","国务院国有资产监督管理委员会","李世平","皮丽珍","刘建荣","谢志雄"
"000718","张桂平","张桂平","张桂平","梁永振","张桂平","张桂平"
"000719","河南省人民政府","河南省人民政府","郭元军","赵国林","郭元军","林疆燕"
"000720","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","吴永钢","刘昭营","吴永钢","张彤"
"000722","湖南省人民政府国有资产监督管理委员会","湖南省人民政府国有资产监督管理委员会","谭建华","苏千里","谭建华","刘健"
"000723","姚俊良、高反娥、姚俊花、姚俊杰、姚俊卿、姚三俊、姚四俊","姚俊良、高反娥、姚俊花、姚俊杰、姚俊卿、姚三俊、姚四俊","姚锦龙","朱庆华","姚锦龙","姚俊卿"
"000725","北京电子控股有限责任公司","北京市人民政府国有资产监督管理委员会","陈炎顺","刘洪峰","陈炎顺","刘晓东"
"000726","刘德铭、刘子斌","刘德铭、刘子斌","刘子斌","张克明","刘子斌","刘子斌"
"000727","中国电子信息产业集团有限公司","国务院国有资产监督管理委员会","周贵祥","吴毓臻","周贵祥","徐国忠"
"000728","安徽省国有资产监督管理委员会","安徽省国有资产监督管理委员会","蔡咏","刘锦峰","蔡咏","俞仕新"
"000729","北京控股有限公司","北京市人民政府","赵晓东","徐月香","赵晓东","赵晓东"
"000731","中国石油化工集团公司","国务院国有资产监督管理委员会","王勇","王东","王勇","王勇"
"000732","黄其森","黄其森","黄其森","葛勇","黄其森","黄其森"
"000733","中国电子信息产业集团有限公司","国务院国有资产监督管理委员会","杨林","齐靖","杨林","肖立书"
"000735","徐自力","徐自力","徐自力","张慧","徐自力","钟金雄"
"000736","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","赵晖","田玉利","李永前","李永前"
"000737","山西焦煤集团有限责任公司","山西省人民政府国有资产监督管理委员会","黄振山","高翔林","黄振山","张国红"
"000738","中国航空发动机集团有限公司","国务院国有资产监督管理委员会","张姿","樊文辉","朱静波","朱静波"
"000739","横店社团经济企业联合会","横店社团经济企业联合会","祝方猛","周玉旺","祝方猛","祝方猛"
"000750","-","-","何春梅","刘峻","何春梅","刘世安"
"000751","于洪","于洪","于恩沅","刘建平","于恩沅","郭天立"
"000752","-",,"殷占武","牟岚","殷占武","徐骏"
"000753","漳州市人民政府国有资产监督管理委员会","漳州市人民政府国有资产监督管理委员会","黄键鹏","韩金鹏","黄键鹏","林阿头"
"000755","山西省国有资产监督管理委员会","山西省国有资产监督管理委员会","杨志贵","吉喜","杨志贵","刘安民"
"000756","华鲁控股集团有限公司","山东省国有资产监督管理委员会","张代铭","曹长求","张代铭","杜德平"
"000757","天津市国有资产管理委员会","天津市国有资产管理委员会","颜广彤","赵吉杰","颜广彤","臧晶"
"000759","武汉市国有资产监督管理委员会","武汉市国有资产监督管理委员会","张锦松","汪梅芳","-","杨晓红"
"000760","张展玉","张展玉","郝鹏","郝鹏","郝鹏","-"
"000761","本钢集团有限公司","辽宁省国有资产监督管理委员会","高烈","高德胜","高烈","申强"
"000762","西藏自治区国有资产监督委员会","西藏自治区国有资产监督委员会","曾泰","王迎春","曾泰","-"
"000766","张玉富","张玉富","张玉富","贾伟林","张玉富","战红君"
"000767","山西省人民政府国有资产监督管理委员会","山西省人民政府国有资产监督管理委员会","刘文彦","赵文阳","刘文彦","渠贵君"
"000768","中国航空工业集团有限公司","国务院国有资产监督管理委员会","何胜强","雷阎正","何胜强","吴志鹏"
"000776","--","--","孙树明","徐佑军","孙树明","林治海"
"000777","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","彭新英","陆振学","彭新英","张国伟"
"000778","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","李成章","包晓颖","李成章","何齐书"
"000779","甘肃省政府国有资产监督管理委员会","甘肃省政府国有资产监督管理委员会","宋忠庆","柳雷","宋忠庆","马明"
"000780","中国国电集团有限公司","国务院国有资产监督管理委员会","徐晓惠","徐晓惠","徐晓惠","赵宏"
"000782","李坚之","李坚之","李坚之","李晓楠","李坚之","郭敏"
"000783","-","--","李新华","李佳","李新华","刘元瑞"
"000785","武汉国有资产经营公司","武汉市国有资产监督管理委员会","郝健","易国华","郝健","王纯"
"000786","中国建材集团有限公司","国务院国有资产监督管理委员会","王兵","史可平","王兵","陈雨"
"000788","北京大学","北京大学","宋金松","袁宇飞","袁平东","袁平东"
"000789","江西省建材集团公司","江西省国有资产监督管理委员会","江尚文","彭仁宏","江尚文","李世锋"
"000790","王仁果、张碧华","王仁果、张碧华","李小平","刘渝灿","李小平","胡远洋"
"000791","甘肃省国有资产监督管理委员会","甘肃省国有资产监督管理委员会","刘万祥","寇世民","刘万祥","胡忠群"
"000792","青海省国有资产监督管理委员会","青海省国有资产监督管理委员会","王兴富","李舜","王兴富","谢康民"
"000793","中国国际广播电台","中国国际广播电台","汪方怀","金日","汪方怀","汪方怀"
"000795","横店社团经济企业联合会","横店社团经济企业联合会","许晓华","钱英红","许晓华","魏中华"
"000796","陈小兵","陈小兵","陈小兵","魏灵","陈小兵","刘志强"
"000797","福建省国有资产管理委员会","福建省国有资产管理委员会","林增忠","陈雨晴","林增忠","余磊"
"000798","中国农业发展集团有限公司","国务院国有资产监督管理委员会","宗文峰","杨丽丹","宗文峰","叶少华"
"000799","中皇有限公司","国务院国有资产监督管理委员会","王浩","李文生","王浩","董顺钢"
"000800","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","奚国华","丁继武","奚国华","柳长庆"
"000801","绵阳市国有资产监督管理委员会","绵阳市国有资产监督管理委员会","霞晖","曹巧云","霞晖","霞晖"
"000802","-",,"宋歌","陈晨","宋歌","宋歌"
"000803","南充市国有资产监督管理委员会、北京市人民政府国有资产监督管理委员会","南充市国有资产监督管理委员会、北京市人民政府国有资产监督管理委员会","匡志伟","吴小辉","匡志伟","谢欣"
"000806","潘琦","潘琦","司徒功云","苏少玲","司徒功云","卢安军"
"000807","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","张正基","唐正忠","张正基","丁吉林"
"000809","铁岭市财政局","铁岭市财政局","隋景宝","迟峰","隋景宝","张铁成"
"000810","--","--","赖伟德","张知","赖伟德","施驰"
"000811","烟台市人民政府国有资产监督管理委员会","烟台市人民政府国有资产监督管理委员会","李增群","孙秀欣","李增群","于志强"
"000812","袁汉源","袁汉源","袁汉源","闫凯","袁汉源","袁汉源"
"000813","张湧","张湧","张湧","杜业松","张湧","刘伟"
"000815","中国诚通控股集团有限公司","国务院国有资产监督管理委员会","刘雨露","刘雨露","任林","任林"
"000816","罗韶宇","罗韶宇","向志鹏","孙晋","向志鹏","贾浚"
"000818","卫洪江","卫洪江","蔡卫东","王东冬","蔡卫东","丁贵宝"
"000819","中国石油化工集团公司","国务院国有资产监督管理委员会","王妙云","谭人杰","王妙云","李燕波"
"000820","吴道洪","吴道洪","吴浪","董郭静","吴浪","袁申鹤"
"000821","李健","李健","李健","谢杏平","李健","李健"
"000822","中国海洋石油集团有限公司","国务院国有资产管理委员会","方勇","杨玉华","方勇","王永志"
"000823","汕头市国有资产监督管理委员会","汕头市国有资产监督管理委员会","许统广","陈东屏","许统广","莫翊斌"
