股票代码,公司名称,持有数量,占总股比例,质押占其直接持股比例,股份类型,十大股东排名,日期
000061,富德生命人寿保险股份有限公司-万能G,7183.31万,4.23%,-,流通A股,4,2019-09-30
000061,深圳市深铁时代实业发展公司,2018.33万,1.19%,-,流通A股,5,2019-09-30
000061,深圳市人力资源和社会保障局,2018.33万,1.19%,-,流通A股,6,2019-09-30
000061,中央汇金资产管理有限责任公司,1883.67万,1.11%,-,流通A股,7,2019-09-30
000061,中国证券金融股份有限公司,1607.93万,0.95%,-,流通A股,9,2019-09-30
000062,深圳华强集团有限公司,7.40亿,70.76%,-,流通A股,1,2019-09-30
000062,中央汇金资产管理有限责任公司,1335.60万,1.28%,-,流通A股,4,2019-09-30
000062,中国证券金融股份有限公司,729.08万,0.70%,-,流通A股,5,2019-09-30
000062,香港中央结算有限公司,434.52万,0.42%,-,流通A股,8,2019-09-30
000062,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,351.96万,0.34%,-,流通A股,9,2019-09-30
000063,中兴新通讯有限公司,11.49亿,27.19%,8.59%,"流通A股,流通H股",1,2019-09-30
000063,全国社保基金一零一组合,2263.01万,0.54%,无质押,流通A股,10,2019-09-30
000063,香港中央结算代理人有限公司,7.54亿,17.85%,无质押,流通H股,2,2019-09-30
000063,中央汇金资产管理有限责任公司,5251.96万,1.24%,无质押,流通A股,3,2019-09-30
000063,香港中央结算有限公司,4171.37万,0.99%,无质押,流通A股,4,2019-09-30
000063,湖南南天集团有限公司,4151.61万,0.98%,无质押,流通A股,5,2019-09-30
000063,中国人寿保险股份有限公司-分红-个人分红-005L-FH002深,3047.32万,0.72%,无质押,流通A股,6,2019-09-30
000063,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,3000.00万,0.71%,无质押,流通A股,7,2019-09-30
000063,全国社保基金一零八组合,2960.01万,0.70%,无质押,流通A股,8,2019-09-30
000063,全国社保基金一一二组合,2428.85万,0.57%,无质押,流通A股,9,2019-09-30
000065,中国北方工业有限公司,3.32亿,43.17%,-,流通A股,1,2019-09-30
000065,北方工业科技有限公司,1.01亿,13.12%,-,"受限流通股,流通A股",2,2019-09-30
000065,江苏悦达集团有限公司,4033.78万,5.24%,-,受限流通股,3,2019-09-30
000065,西安北方惠安化学工业有限公司,3841.50万,4.99%,-,流通A股,4,2019-09-30
000065,天津中辰番茄制品有限公司,380.05万,0.49%,-,受限流通股,7,2019-09-30
000065,香港中央结算有限公司,296.48万,0.39%,-,流通A股,9,2019-09-30
000066,中国电子信息产业集团有限公司,11.88亿,40.59%,-,"受限流通股,流通A股",1,2019-09-30
000066,中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,4306.37万,1.47%,-,流通A股,2,2019-09-30
000066,中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金,2163.59万,0.74%,-,流通A股,4,2019-09-30
000066,香港中央结算有限公司,1973.63万,0.67%,-,流通A股,6,2019-09-30
000066,中电金投控股有限公司,1953.86万,0.67%,-,流通A股,7,2019-09-30
000066,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1845.13万,0.63%,-,流通A股,8,2019-09-30
000068,深圳市华融泰资产管理有限公司,2.67亿,26.48%,99.84%,流通A股,1,2019-09-30
000068,深圳市赛格集团有限公司,4902.68万,4.87%,无质押,流通A股,3,2019-09-30
000069,华侨城集团有限公司,38.56亿,47.01%,无质押,"受限流通股,流通A股",1,2019-09-30
000069,全国社保基金一零三组合,4600.10万,0.56%,无质押,流通A股,10,2019-09-30
000069,前海人寿保险股份有限公司-海利年年,6.18亿,7.54%,无质押,流通A股,2,2019-09-30
000069,北京诚通金控投资有限公司,2.66亿,3.24%,无质押,流通A股,3,2019-09-30
000069,国新投资有限公司,2.55亿,3.11%,无质押,流通A股,4,2019-09-30
000069,中国证券金融股份有限公司,2.45亿,2.99%,无质押,流通A股,5,2019-09-30
000069,香港中央结算有限公司,1.71亿,2.08%,无质押,流通A股,6,2019-09-30
000069,深圳市钜盛华股份有限公司,1.17亿,1.43%,99.94%,流通A股,7,2019-09-30
000069,全国社保基金四零三组合,1.03亿,1.25%,无质押,流通A股,8,2019-09-30
000069,中央汇金资产管理有限责任公司,7611.64万,0.93%,无质押,流通A股,9,2019-09-30
000070,深圳市特发集团有限公司,2.95亿,36.25%,无质押,流通A股,1,2019-09-30
000070,中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金,377.17万,0.46%,无质押,流通A股,10,2019-09-30
000070,五矿企荣有限公司,2011.20万,2.47%,无质押,流通A股,3,2019-09-30
000070,长城证券-兴业银行-长城特发智想1号集合资产管理计划,1395.93万,1.72%,无质押,流通A股,5,2019-09-30
000070,汉国三和有限公司,990.35万,1.22%,无质押,流通A股,6,2019-09-30
000070,中国通广电子公司,410.40万,0.50%,无质押,流通A股,9,2019-09-30
000078,深圳海王集团股份有限公司,12.16亿,44.03%,99.83%,流通A股,1,2019-09-30
000078,云南国际信托有限公司-海王生物员工持股计划集合资金信托计划,3830.63万,1.39%,无质押,流通A股,2,2019-09-30
000078,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1836.80万,0.66%,无质押,流通A股,4,2019-09-30
000078,中央汇金资产管理有限责任公司,1039.43万,0.38%,无质押,流通A股,6,2019-09-30
000078,香港中央结算有限公司,668.42万,0.24%,无质押,流通A股,8,2019-09-30
000088,深圳市盐田港集团有限公司,13.08亿,67.37%,-,流通A股,1,2019-09-30
000088,广发基金-农业银行-广发中证金融资产管理计划,1809.21万,0.93%,-,流通A股,10,2019-09-30
000088,中央汇金资产管理有限责任公司,6229.68万,3.21%,-,流通A股,2,2019-09-30
000088,嘉实基金-农业银行-嘉实中证金融资产管理计划,1858.93万,0.96%,-,流通A股,3,2019-09-30
000088,银华基金-农业银行-银华中证金融资产管理计划,1842.37万,0.95%,-,流通A股,4,2019-09-30
000088,博时基金-农业银行-博时中证金融资产管理计划,1841.52万,0.95%,-,流通A股,5,2019-09-30
000088,南方基金-农业银行-南方中证金融资产管理计划,1834.83万,0.94%,-,流通A股,6,2019-09-30
000088,易方达基金-农业银行-易方达中证金融资产管理计划,1833.06万,0.94%,-,流通A股,7,2019-09-30
000088,大成基金-农业银行-大成中证金融资产管理计划,1830.93万,0.94%,-,流通A股,8,2019-09-30
000088,中欧基金-农业银行-中欧中证金融资产管理计划,1817.91万,0.94%,-,流通A股,9,2019-09-30
000089,深圳市机场(集团)有限公司,11.68亿,56.97%,-,流通A股,1,2019-09-30
000089,中国建设银行股份有限公司-华夏行业龙头混合型证券投资基金,734.19万,0.36%,-,流通A股,10,2019-09-30
000089,香港中央结算有限公司,1.46亿,7.14%,-,流通A股,2,2019-09-30
000089,安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金,3323.19万,1.62%,-,流通A股,3,2019-09-30
000089,全国社保基金四一八组合,2095.26万,1.02%,-,流通A股,4,2019-09-30
000089,GIC PRIVATE LIMITED,1994.73万,0.97%,-,流通A股,5,2019-09-30
000089,中国银行-华夏大盘精选证券投资基金,1112.83万,0.54%,-,流通A股,8,2019-09-30
000089,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1106.82万,0.54%,-,流通A股,9,2019-09-30
000090,深圳市人民政府国有资产监督管理委员会,4.39亿,23.47%,-,流通A股,1,2019-09-30
000090,深圳市凯富基金管理有限公司,1504.17万,0.80%,-,流通A股,10,2019-09-30
000090,深圳市远致投资有限公司,3.01亿,16.10%,-,流通A股,2,2019-09-30
000090,国泰君安证券资管-招商银行-国泰君安君享天健如意集合资产管理计划,6875.33万,3.68%,-,流通A股,3,2019-09-30
000090,深圳市高新投集团有限公司,6016.53万,3.22%,-,流通A股,4,2019-09-30
000090,中国证券金融股份有限公司,5224.21万,2.80%,-,流通A股,5,2019-09-30
000090,嘉兴硅谷天堂恒智投资合伙企业(有限合伙),3010.12万,1.61%,-,流通A股,6,2019-09-30
000090,上海闵行联合发展有限公司,1569.13万,0.84%,-,流通A股,7,2019-09-30
000090,中央汇金资产管理有限责任公司,1557.61万,0.83%,-,流通A股,8,2019-09-30
000096,深圳市广聚投资控股(集团)有限公司,2.93亿,55.54%,-,"受限流通股,流通A股",1,2019-09-30
000096,东莞市泓星创业投资有限公司,1358.12万,2.57%,-,流通A股,3,2019-09-30
000096,香港中央结算有限公司,1318.95万,2.50%,-,流通A股,4,2019-09-30
000096,上海市物业管理事务中心(上海市房屋维修资金管理事务中心、上海市公房经营管理事务中心),927.22万,1.76%,-,流通A股,6,2019-09-30
000096,深圳市前海康永盛供应链有限公司,852.87万,1.62%,-,流通A股,7,2019-09-30
000099,中国中海直有限责任公司,2.34亿,38.63%,-,流通A股,1,2019-09-30
000099,中央汇金资产管理有限责任公司,1524.71万,2.52%,-,流通A股,2,2019-09-30
000099,香港中央结算有限公司,441.06万,0.73%,-,流通A股,5,2019-09-30
000099,中国证券金融股份有限公司,375.03万,0.62%,-,流通A股,6,2019-09-30
000099,中国北方航空公司,291.31万,0.48%,-,流通A股,8,2019-09-30
000100,李东生及其一致行动人,12.22亿,9.02%,80.90%,"受限流通股,流通A股",1,2019-09-30
000100,国开创新资本投资有限责任公司,1.18亿,0.87%,无质押,流通A股,10,2019-09-30
000100,惠州市投资控股有限公司,8.78亿,6.48%,无质押,流通A股,2,2019-09-30
000100,湖北省长江合志汉翼股权投资基金合伙企业(有限合伙),6.74亿,4.97%,无质押,流通A股,3,2019-09-30
000100,中国证券金融股份有限公司,3.73亿,2.75%,无质押,流通A股,4,2019-09-30
000100,新疆东兴华瑞股权投资合伙企业(有限合伙),2.51亿,1.85%,无质押,流通A股,5,2019-09-30
000100,香港中央结算有限公司,2.42亿,1.79%,无质押,流通A股,6,2019-09-30
000100,中央汇金资产管理有限责任公司,2.06亿,1.52%,无质押,流通A股,7,2019-09-30
000100,广东省广新控股集团有限公司,1.48亿,1.09%,无质押,流通A股,8,2019-09-30
000100,小米通讯技术有限公司,1.35亿,1.00%,无质押,流通A股,9,2019-09-30
000150,宜华企业(集团)有限公司,3.25亿,37.04%,67.48%,流通A股,1,2019-11-22
000150,深圳市前海新富阳实业有限公司,7170.73万,8.17%,99.99%,受限流通股,3,2019-11-22
000151,中国成套设备进出口集团有限公司,1.34亿,45.36%,-,"受限流通股,流通A股",1,2019-09-30
000151,招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金,200.27万,0.68%,-,流通A股,3,2019-09-30
000151,中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金,149.50万,0.51%,-,流通A股,4,2019-09-30
000151,国家开发投资集团有限公司,130.74万,0.44%,-,流通A股,5,2019-09-30
000153,安徽省无为制药厂,3584.21万,11.48%,-,流通A股,1,2019-09-30
000153,安徽蚌埠涂山制药厂,2552.19万,8.18%,-,流通A股,2,2019-09-30
000153,安徽省马鞍山生物化学制药厂,1828.66万,5.86%,-,流通A股,3,2019-09-30
000153,安徽丰原集团有限公司,933.20万,2.99%,-,流通A股,4,2019-09-30
000153,长城国融投资管理有限公司,700.00万,2.24%,-,流通A股,5,2019-09-30
000153,安信证券股份有限公司约定购回专用账户,600.00万,1.92%,-,流通A股,6,2019-09-30
000155,四川省能源投资集团有限责任公司,3.33亿,26.20%,无质押,流通A股,1,2019-09-30
000155,中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金,863.05万,0.68%,无质押,流通A股,10,2019-09-30
000155,四川化工控股(集团)有限责任公司,1.44亿,11.30%,100.00%,流通A股,2,2019-09-30
000155,四川发展(控股)有限责任公司,5204.70万,4.10%,无质押,流通A股,3,2019-09-30
000155,成都万年长青企业管理合伙企业(有限合伙),4921.10万,3.87%,无质押,流通A股,4,2019-09-30
000155,成都百合正信信息技术合伙企业(有限合伙),4311.83万,3.40%,无质押,流通A股,5,2019-09-30
000155,成都聚兴瑞隆商务服务合伙企业(有限合伙),3414.67万,2.69%,无质押,流通A股,6,2019-09-30
000155,四川能投资本控股有限公司,2330.12万,1.83%,无质押,流通A股,7,2019-09-30
000155,海南华控实业投资有限公司,1135.00万,0.89%,无质押,流通A股,9,2019-09-30
000156,华数数字电视传媒集团有限公司,6.00亿,41.85%,无质押,"受限流通股,流通A股",1,2019-10-18
000156,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,612.62万,0.43%,无质押,流通A股,10,2019-10-18
000156,杭州云溪投资合伙企业(有限合伙),2.87亿,20.00%,100.00%,流通A股,2,2019-10-18
000156,中国人民财产保险股份有限公司-传统-普通保险产品,3396.71万,2.37%,无质押,流通A股,4,2019-10-18
000156,中国证券金融股份有限公司,3055.12万,2.13%,无质押,流通A股,5,2019-10-18
000156,浙江省发展资产经营有限公司,2894.07万,2.02%,无质押,流通A股,6,2019-10-18
000156,中央汇金资产管理有限责任公司,730.10万,0.51%,无质押,流通A股,8,2019-10-18
000156,香港中央结算有限公司,669.68万,0.47%,无质押,流通A股,9,2019-10-18
000157,香港中央结算(代理人)有限公司(HKSCC NOMINEES LIMITED),13.85亿,17.61%,无质押,流通H股,1,2019-09-30
000157,中央汇金资产管理有限责任公司,1.16亿,1.47%,无质押,流通A股,10,2019-09-30
000157,湖南省人民政府国有资产监督管理委员会,12.53亿,15.93%,无质押,流通A股,2,2019-09-30
000157,香港中央结算有限公司,4.21亿,5.35%,无质押,流通A股,3,2019-09-30
000157,中联重科股份有限公司回购专用证券账户,3.90亿,4.96%,无质押,流通A股,4,2019-09-30
000157,长沙合盛科技投资有限公司,3.87亿,4.91%,90.55%,流通A股,5,2019-09-30
000157,中国证券金融股份有限公司,2.33亿,2.96%,无质押,流通A股,6,2019-09-30
000157,智真国际有限公司,1.69亿,2.14%,100.00%,流通A股,7,2019-09-30
000157,长沙一方科技投资有限公司,1.57亿,1.99%,无质押,流通A股,8,2019-09-30
000157,中航信托股份有限公司-中航信托·天顺【2018】220号中联单一资金信托,1.39亿,1.76%,无质押,流通A股,9,2019-09-30
000158,石家庄常山纺织集团有限责任公司,4.55亿,27.55%,22.62%,流通A股,1,2019-11-07
000158,北京北明伟业控股有限公司,2.34亿,14.14%,43.42%,流通A股,2,2019-11-07
000159,乾泰中晟股权投资有限公司,1.20亿,25.00%,-,流通A股,1,2019-12-05
000166,中国建银投资有限责任公司,65.96亿,26.34%,无质押,流通A股,1,2019-09-30
000166,中央汇金资产管理有限责任公司,1.97亿,0.79%,无质押,流通A股,10,2019-09-30
000166,中央汇金投资有限责任公司,50.21亿,20.05%,无质押,流通A股,2,2019-09-30
000166,香港中央结算(代理人)有限公司,25.04亿,10.00%,无质押,流通H股,3,2019-09-30
000166,上海久事(集团)有限公司,12.13亿,4.84%,无质押,流通A股,4,2019-09-30
000166,四川发展(控股)有限责任公司,11.25亿,4.49%,50.00%,流通A股,5,2019-09-30
000166,中国光大集团股份公司,9.99亿,3.99%,6.76%,流通A股,6,2019-09-30
000166,中国证券金融股份有限公司,6.35亿,2.54%,无质押,流通A股,7,2019-09-30
000166,新疆金融投资有限公司,5.71亿,2.28%,54.29%,流通A股,8,2019-09-30
000166,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001深,2.49亿,0.99%,无质押,流通A股,9,2019-09-30
000301,江苏盛虹科技股份有限公司,27.68亿,68.71%,-,受限流通股,1,2019-09-30
000301,江苏吴江丝绸集团有限公司,3.23亿,8.02%,-,流通A股,2,2019-09-30
000301,苏州市吴江东方国有资本投资经营有限公司,1.34亿,3.33%,-,流通A股,3,2019-09-30
000301,国开发展基金有限公司,4259.12万,1.06%,-,受限流通股,4,2019-09-30
000301,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1312.92万,0.33%,-,流通A股,5,2019-09-30
000301,江苏鹰翔化纤股份有限公司,1245.26万,0.31%,-,流通A股,6,2019-09-30
000301,香港中央结算有限公司,916.25万,0.23%,-,流通A股,7,2019-09-30
000333,美的控股有限公司,22.12亿,31.82%,9.72%,流通A股,1,2019-09-30
000333,香港中央结算有限公司,10.25亿,14.72%,无质押,流通A股,2,2019-09-30
000333,中国证券金融股份有限公司,1.98亿,2.85%,无质押,流通A股,3,2019-09-30
000333,加拿大年金计划投资委员会-自有资金(交易所),1.20亿,1.73%,无质押,流通A股,5,2019-09-30
000333,中央汇金资产管理有限责任公司,9016.94万,1.30%,无质押,流通A股,6,2019-09-30
000333,MERRILL LYNCH INTERNATIONAL,5850.68万,0.84%,无质押,流通A股,8,2019-09-30
