股票代码,公司名称,持有数量,占流通股比例,股份类型,十大流通股东排名,日期
600728,重庆中新融鑫投资中心(有限合伙),3559.65万,2.17%,流通A股,7,2019-09-30
600728,国华人寿保险股份有限公司-万能三号,2387.38万,1.46%,流通A股,9,2019-09-30
600729,重庆商社(集团)有限公司,1.83亿,45.06%,流通A股,1,2019-09-30
600729,中国建设银行股份有限公司-中欧价值发现股票型证券投资基金,425.91万,1.05%,流通A股,10,2019-09-30
600729,香港中央结算有限公司,1049.48万,2.58%,流通A股,2,2019-09-30
600729,前海人寿保险股份有限公司-分红保险产品华泰组合,1039.27万,2.56%,流通A股,3,2019-09-30
600729,中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF),900.01万,2.21%,流通A股,4,2019-09-30
600729,中央汇金资产管理有限责任公司,852.48万,2.10%,流通A股,5,2019-09-30
600729,全国社保基金一零三组合,799.98万,1.97%,流通A股,6,2019-09-30
600729,农银人寿保险股份有限公司-分红保险产品,528.21万,1.30%,流通A股,7,2019-09-30
600729,重庆华贸国有资产经营有限公司,452.17万,1.11%,流通A股,8,2019-09-30
600729,农银人寿保险股份有限公司-传统保险产品,437.10万,1.08%,流通A股,9,2019-09-30
600730,北大方正集团有限公司,1.17亿,20.03%,流通A股,1,2019-09-30
600730,复旦大学,1814.40万,3.09%,流通A股,2,2019-09-30
600730,上海外国语大学,696.33万,1.19%,流通A股,3,2019-09-30
600730,人大世纪科技发展有限公司,348.16万,0.59%,流通A股,7,2019-09-30
600731,湖南海利高新技术产业集团有限公司,7498.82万,22.96%,流通A股,1,2019-09-30
600731,湘江产业投资有限责任公司,2354.24万,7.21%,流通A股,2,2019-09-30
600731,湖南省现代农业产业控股集团有限公司,1000.00万,3.06%,流通A股,3,2019-09-30
600731,中国对外经济贸易信托有限公司-锐进12期鼎萨证券投资集合资金信托计划,500.00万,1.53%,流通A股,5,2019-09-30
600731,中国工商银行股份有限公司-创金合信沪港深研究精选灵活配置混合型证券投资基金,386.08万,1.18%,流通A股,7,2019-09-30
600731,山东省国际信托股份有限公司-鼎萨2期证券投资集合资金信托计划,300.00万,0.92%,流通A股,8,2019-09-30
600731,爱尔医疗投资集团有限公司,261.02万,0.80%,流通A股,9,2019-09-30
600732,上海新达浦宏投资合伙企业(有限合伙),9843.45万,22.05%,流通A股,1,2019-09-30
600732,中国银行股份有限公司-博时新兴消费主题混合型证券投资基金,330.00万,0.74%,流通A股,10,2019-09-30
600732,中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF),2150.01万,4.82%,流通A股,2,2019-09-30
600732,招商银行股份有限公司-博时沪港深优质企业灵活配置混合型证券投资基金,550.00万,1.23%,流通A股,5,2019-09-30
600732,招商银行股份有限公司-博时优势企业3年封闭运作灵活配置混合型证券投资基金(LOF),380.01万,0.85%,流通A股,8,2019-09-30
600732,湖南冠西投资管理有限公司,361.65万,0.81%,流通A股,9,2019-09-30
600733,北京工业发展投资管理有限公司,2.06亿,12.24%,流通A股,1,2019-09-30
600733,天津中冀普银股权投资基金管理有限公司-天津中冀汇鑫企业管理合伙企业(有限合伙),3536.01万,2.10%,流通A股,10,2019-09-30
600733,芜湖信石信冶投资管理合伙企业(有限合伙),1.87亿,11.10%,流通A股,2,2019-09-30
600733,深圳井冈山新能源投资管理有限公司,1.28亿,7.61%,流通A股,3,2019-09-30
600733,北京星网工业园有限公司,1.15亿,6.80%,流通A股,4,2019-09-30
600733,北京弘卓资本管理有限公司-宁波梅山保税港区国轩高科新能源汽车产业投资中心(有限合伙),1.01亿,6.00%,流通A股,5,2019-09-30
600733,置悦(上海)投资中心(有限合伙),8403.20万,4.98%,流通A股,6,2019-09-30
600733,北京电子控股有限责任公司,5061.01万,3.00%,流通A股,8,2019-09-30
600733,上海中平国瑀并购股权投资基金合伙企业(有限合伙),5061.01万,3.00%,流通A股,9,2019-09-30
600734,北京昂展科技发展有限公司,2.28亿,44.00%,流通A股,1,2019-09-30
600734,中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金,170.94万,0.33%,流通A股,10,2019-09-30
600734,福州开发区国有资产营运有限公司,787.50万,1.52%,流通A股,2,2019-09-30
600734,天风证券-恒丰银行-天风证券天利2号集合资产管理计划,221.48万,0.43%,流通A股,7,2019-09-30
600735,山东鲁锦进出口集团有限公司,1.86亿,49.34%,流通A股,1,2019-09-30
600735,中国证券金融股份有限公司,163.79万,0.44%,流通A股,6,2019-09-30
600736,苏州苏高新集团有限公司,5.04亿,43.79%,流通A股,1,2019-09-30
600736,华宝信托有限责任公司,2524.49万,2.19%,流通A股,2,2019-09-30
600736,中央汇金资产管理有限责任公司,2303.20万,2.00%,流通A股,3,2019-09-30
600736,百年人寿保险股份有限公司-自有资金,1334.11万,1.16%,流通A股,4,2019-09-30
600736,香港中央结算有限公司,838.78万,0.73%,流通A股,5,2019-09-30
600736,威高集团有限公司,729.98万,0.63%,流通A股,6,2019-09-30
600736,中国对外经济贸易信托有限公司-苏高新企业并购管理事务管理单一信托1号,608.63万,0.53%,流通A股,7,2019-09-30
600736,苏州创元投资发展(集团)有限公司,525.57万,0.46%,流通A股,8,2019-09-30
600737,中粮集团有限公司,10.57亿,51.53%,流通A股,1,2019-09-30
600737,中央汇金资产管理有限责任公司,7763.67万,3.78%,流通A股,2,2019-09-30
600737,中国证券金融股份有限公司,6135.20万,2.99%,流通A股,3,2019-09-30
600737,中泰创展(珠海横琴)资产管理有限公司,3137.71万,1.53%,流通A股,4,2019-09-30
600737,中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划,1596.10万,0.78%,流通A股,5,2019-09-30
600737,中欧基金-农业银行-中欧中证金融资产管理计划,1514.53万,0.74%,流通A股,6,2019-09-30
600737,陕西省国际信托股份有限公司-陕国投·富兰克林证券投资集合资金信托计划,1272.49万,0.62%,流通A股,7,2019-09-30
600737,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1156.60万,0.56%,流通A股,8,2019-09-30
600737,招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金,1150.97万,0.56%,流通A股,9,2019-09-30
600738,红楼集团有限公司,1.30亿,30.76%,流通A股,1,2019-09-30
600738,云南国际信托有限公司-云信智胜3号单一资金信托,1572.42万,3.73%,流通A股,2,2019-09-30
600738,西藏林芝福恒珠宝金行有限公司,320.94万,0.76%,流通A股,4,2019-09-30
600739,辽宁省国有资产经营有限公司,1.70亿,11.11%,流通A股,1,2019-09-30
600739,前海开源基金-光大银行-上海崇山投资有限公司,2147.24万,1.40%,流通A股,10,2019-09-30
600739,特华投资控股有限公司,1.23亿,8.06%,流通A股,2,2019-09-30
600739,新华联控股有限公司,7927.28万,5.18%,流通A股,3,2019-09-30
600739,巨人投资有限公司,6500.00万,4.25%,流通A股,4,2019-09-30
600739,新华人寿保险股份有限公司-分红-团体分红-018L-FH001沪,6390.01万,4.18%,流通A股,5,2019-09-30
600739,前海开源基金-民生银行-前海开源战略6号资产管理计划,5594.85万,3.66%,流通A股,6,2019-09-30
600739,前海开源基金-建设银行-前海开源定增3号资产管理计划,4987.00万,3.26%,流通A股,7,2019-09-30
600739,广东粤财信托有限公司-粤财信托·腾鑫1号证券投资集合资金信托计划,2924.00万,1.91%,流通A股,8,2019-09-30
600739,前海开源基金-民生银行-前海开源事件驱动集合资产管理计划,2526.69万,1.65%,流通A股,9,2019-09-30
600740,华鑫国际信托有限公司,6400.00万,9.74%,流通A股,2,2019-09-30
600740,建信基金公司-民生-华鑫信托·慧智投资1号结构化集合资金信托计划,2800.00万,4.26%,流通A股,3,2019-09-30
600740,建信基金公司-民生-华鑫信托·慧智投资2号结构化集合资金信托计划,2600.00万,3.96%,流通A股,4,2019-09-30
600740,建信基金公司-民生-华鑫信托·慧智投资3号结构化集合资金信托计划,2200.00万,3.35%,流通A股,5,2019-09-30
600740,首钢集团有限公司,1666.50万,2.54%,流通A股,6,2019-09-30
600740,全国社保基金四零三组合,1176.72万,1.79%,流通A股,7,2019-09-30
600741,中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF),2436.88万,0.77%,流通A股,10,2019-09-30
600741,香港中央结算有限公司,1.77亿,5.60%,流通A股,2,2019-09-30
600741,中国证券金融股份有限公司,9431.03万,2.99%,流通A股,3,2019-09-30
600741,招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF),4069.79万,1.29%,流通A股,4,2019-09-30
600741,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,3211.75万,1.02%,流通A股,5,2019-09-30
600741,中央汇金资产管理有限责任公司,3100.83万,0.98%,流通A股,6,2019-09-30
600741,中国工商银行股份有限公司-东方红沪港深灵活配置混合型证券投资基金,2929.60万,0.93%,流通A股,7,2019-09-30
600741,全国社保基金一零一组合,2692.09万,0.85%,流通A股,8,2019-09-30
600741,中国工商银行股份有限公司-东方红产业升级灵活配置混合型证券投资基金,2687.00万,0.85%,流通A股,9,2019-09-30
600742,中国第一汽车集团有限公司,1.02亿,20.14%,流通A股,1,2019-09-30
600742,吉林省亚东国有资本投资有限公司,5861.97万,11.55%,流通A股,2,2019-09-30
600742,融通新蓝筹证券投资基金,815.81万,1.61%,流通A股,6,2019-09-30
600742,香港中央结算有限公司,438.93万,0.86%,流通A股,8,2019-09-30
600743,北京市华远集团有限公司,10.89亿,46.40%,流通A股,1,2019-09-30
600743,北京京泰投资管理中心,1.74亿,7.41%,流通A股,2,2019-09-30
600743,天津华远浩利投资股份有限公司,1.60亿,6.84%,流通A股,3,2019-09-30
600743,北京首创阳光房地产有限责任公司,1.06亿,4.50%,流通A股,4,2019-09-30
600743,中央汇金资产管理有限责任公司,5398.52万,2.30%,流通A股,5,2019-09-30
600743,华夏人寿保险股份有限公司-自有资金,2246.77万,0.96%,流通A股,7,2019-09-30
600743,湖北潜江农村商业银行股份有限公司,1330.41万,0.57%,流通A股,8,2019-09-30
600744,湖南湘投控股集团有限公司,2.09亿,25.25%,流通A股,1,2019-09-30
600744,创金合信基金-招商银行-湖南轻盐创投定增资产管理计划,1457.06万,1.76%,流通A股,3,2019-09-30
600744,湖南省煤业集团有限公司,596.53万,0.72%,流通A股,6,2019-09-30
600744,湖南国际经济技术合作煤炭公司,298.26万,0.36%,流通A股,9,2019-09-30
600745,拉萨经济技术开发区闻天下投资有限公司,1.54亿,24.16%,流通A股,1,2019-09-30
600745,全国社保基金一零一组合,1263.42万,1.98%,流通A股,10,2019-09-30
600745,云南省城市建设投资集团有限公司,5000.00万,7.85%,流通A股,2,2019-09-30
600745,上海矽同企业管理合伙企业(有限合伙),3510.00万,5.51%,流通A股,4,2019-09-30
600745,云南融智投资有限公司,3186.33万,5.00%,流通A股,5,2019-09-30
600745,济南市铁科投资合伙企业(有限合伙),1274.00万,2.00%,流通A股,9,2019-09-30
600746,江苏索普(集团)有限公司,1.71亿,56.14%,流通A股,1,2019-09-30
600746,中国对外经济贸易信托有限公司-外贸信托·昀沣6号证券投资集合资金信托计划,90.00万,0.30%,流通A股,10,2019-09-30
600746,巨漳投资管理集团有限公司,499.28万,1.64%,流通A股,2,2019-09-30
600747,大连长富瑞华集团有限公司,1.20亿,11.27%,流通A股,1,2019-09-30
600747,中国证券金融股份有限公司,3271.63万,3.07%,流通A股,2,2019-09-30
600748,上实地产发展有限公司,8.96亿,48.60%,流通A股,1,2019-09-30
600748,中融国际信托有限公司-中融-嘉睿10号集合资金信托计划,2358.52万,1.28%,流通A股,10,2019-09-30
600748,上海上投资产经营有限公司,1.12亿,6.06%,流通A股,2,2019-09-30
600748,君证(宁波梅山保税港区)股权投资合伙企业(有限合伙),6690.84万,3.63%,流通A股,3,2019-09-30
600748,香港中央结算有限公司,3934.11万,2.13%,流通A股,4,2019-09-30
600748,中国长城资产管理股份有限公司,3177.05万,1.72%,流通A股,5,2019-09-30
600748,上海工业投资(集团)有限公司,2644.17万,1.43%,流通A股,7,2019-09-30
600748,中央汇金资产管理有限责任公司,2461.62万,1.33%,流通A股,8,2019-09-30
600748,北京中融鼎新投资管理有限公司,2358.52万,1.28%,流通A股,9,2019-09-30
600749,国风集团有限公司,2992.13万,13.18%,流通A股,1,2019-10-23
600749,上海京遥贸易有限公司,2659.28万,11.72%,流通A股,2,2019-10-23
600749,西藏国风文化发展有限公司,2601.77万,11.46%,流通A股,3,2019-10-23
600749,西藏纳铭网络技术有限公司,2268.08万,9.99%,流通A股,4,2019-10-23
600749,西藏国际体育旅游公司,1426.59万,6.29%,流通A股,5,2019-10-23
600749,乐清意诚电气有限公司,1123.48万,4.95%,流通A股,6,2019-10-23
600749,北京盈生富通投资有限公司,190.05万,0.84%,流通A股,9,2019-10-23
600750,华润江中制药集团有限责任公司,2.26亿,43.03%,流通A股,1,2019-09-30
600750,中央汇金资产管理有限责任公司,1324.26万,2.52%,流通A股,2,2019-09-30
600750,香港中央结算有限公司,1049.07万,2.00%,流通A股,3,2019-09-30
600750,中国建设银行股份有限公司-华安科技动力混合型证券投资基金,438.00万,0.83%,流通A股,4,2019-09-30
600750,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,348.05万,0.66%,流通A股,5,2019-09-30
600750,招商银行股份有限公司-华安安华灵活配置混合型证券投资基金,300.00万,0.57%,流通A股,7,2019-09-30
600750,交通银行股份有限公司-华安安顺灵活配置混合型证券投资基金,260.00万,0.50%,流通A股,9,2019-09-30
600751,海航科技集团有限公司,6.02亿,20.76%,流通A股,1,2019-09-30
600751,中国建设银行股份有限公司-景顺长城量化精选股票型证券投资基金,1017.73万,0.35%,流通A股,10,2019-09-30
600751,国华人寿保险股份有限公司-万能三号,4.16亿,14.33%,流通A股,2,2019-09-30
600751,大新华物流控股(集团)有限公司,2.66亿,9.19%,流通A股,3,2019-09-30
600751,上海羽羲资产管理有限公司,1.45亿,5.00%,流通A股,4,2019-09-30
600751,上银基金-浦发银行-上银基金财富15号资产管理计划,1.00亿,3.45%,流通A股,5,2019-09-30
600751,上银瑞金资产-上海银行-慧富9号资产管理计划,2031.76万,0.70%,流通A股,6,2019-09-30
600751,方正富邦基金-华夏银行-天海定增2号资产管理计划,2008.08万,0.69%,流通A股,7,2019-09-30
600751,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1994.33万,0.69%,流通A股,8,2019-09-30
600751,上海庞增投资管理中心(有限合伙)-庞增添益9号私募投资基金,1515.16万,0.52%,流通A股,9,2019-09-30
600753,中庚地产实业集团有限公司,4096.00万,32.00%,流通A股,1,2019-09-30
600753,上海杰宇资产管理有限公司,1085.66万,8.48%,流通A股,2,2019-09-30
600754,上海锦江资本股份有限公司,4.82亿,50.32%,流通A股,1,2019-09-30
600754,香港中央结算有限公司,629.92万,0.66%,流通A股,10,2019-09-30
600754,弘毅(上海)股权投资基金中心(有限合伙),7635.69万,7.97%,流通A股,2,2019-09-30
600754,华安未来资产-工商银行-安信信托股份有限公司,1524.45万,1.59%,流通A股,3,2019-09-30
600754,上海国盛集团投资有限公司,1524.45万,1.59%,流通A股,4,2019-09-30
600754,中国长城资产管理股份有限公司,1524.45万,1.59%,流通A股,5,2019-09-30
600754,中国银行-华夏大盘精选证券投资基金,1155.44万,1.21%,流通A股,6,2019-09-30
600754,INVESCO FUNDS SICAV,1114.19万,1.16%,流通B股,7,2019-09-30
600754,上海国际集团资产管理有限公司,1016.30万,1.06%,流通A股,8,2019-09-30
600754,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,917.72万,0.96%,流通A股,9,2019-09-30
600755,厦门国贸控股集团有限公司,6.16亿,33.89%,流通A股,1,2019-09-30
600755,中央汇金资产管理有限责任公司,4858.64万,2.68%,流通A股,2,2019-09-30
600755,香港中央结算有限公司,1733.23万,0.95%,流通A股,3,2019-09-30
600755,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1375.17万,0.76%,流通A股,4,2019-09-30
600755,兴证证券资管-厦门国贸控股集团有限公司-兴证资管阿尔法科睿1号单一资产管理计划,850.00万,0.47%,流通A股,6,2019-09-30
600755,厦门国贸控股建设开发有限公司,716.23万,0.39%,流通A股,9,2019-09-30
600756,浪潮软件集团有限公司,6188.10万,19.09%,流通A股,1,2019-09-30
600756,厦门宝拓资源有限公司,108.45万,0.33%,流通A股,10,2019-09-30
600756,武汉睿福德投资管理中心(有限合伙),482.94万,1.49%,流通A股,2,2019-09-30
600756,香港中央结算有限公司,192.43万,0.59%,流通A股,4,2019-09-30
600757,湖北长江出版传媒集团有限公司,6.85亿,56.46%,流通A股,1,2019-09-30
600757,中央汇金资产管理有限责任公司,2976.21万,2.45%,流通A股,2,2019-09-30
600757,香港中央结算有限公司,1956.73万,1.61%,流通A股,3,2019-09-30
600757,全国社保基金四一三组合,891.79万,0.73%,流通A股,5,2019-09-30
600757,全国社保基金一零一组合,872.30万,0.72%,流通A股,6,2019-09-30
600757,基本养老保险基金八零八组合,670.12万,0.55%,流通A股,7,2019-09-30
600757,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,658.88万,0.54%,流通A股,8,2019-09-30
600758,中国信达资产管理股份有限公司,1.39亿,17.65%,流通A股,1,2019-09-30
600758,领航投资澳洲有限公司-领航新兴市场股指基金(交易所),175.82万,0.22%,流通A股,10,2019-09-30
600758,深圳市祥隆投资合伙企业(有限合伙),1.27亿,16.17%,流通A股,2,2019-09-30
600758,沈阳煤业(集团)有限责任公司,8584.69万,10.93%,流通A股,3,2019-09-30
600758,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,324.61万,0.41%,流通A股,5,2019-09-30
600759,广西正和实业集团有限公司,6.65亿,29.45%,流通A股,1,2019-09-30
600759,北京市第五建筑工程集团有限公司,1302.61万,0.58%,流通A股,10,2019-09-30
600759,深圳市中民昇汇壹号投资企业(有限合伙),1.69亿,7.50%,流通A股,2,2019-09-30
600759,中国证券金融股份有限公司,7529.87万,3.33%,流通A股,4,2019-09-30
600759,芜湖江和投资管理合伙企业(有限合伙),5992.03万,2.65%,流通A股,5,2019-09-30
600759,中央汇金资产管理有限责任公司,2054.90万,0.91%,流通A股,6,2019-09-30
600759,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1713.53万,0.76%,流通A股,7,2019-09-30
600759,亚太奔德有限公司,1394.55万,0.62%,流通A股,8,2019-09-30
600760,中国华融资产管理股份有限公司,5357.70万,13.44%,流通A股,1,2019-09-30
600760,法国兴业银行,311.90万,0.78%,流通A股,10,2019-09-30
600760,金城集团有限公司,2500.00万,6.27%,流通A股,2,2019-09-30
600760,中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金,1785.10万,4.48%,流通A股,3,2019-09-30
600760,香港中央结算有限公司,1634.85万,4.10%,流通A股,4,2019-09-30
600760,中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,1026.96万,2.58%,流通A股,5,2019-09-30
600760,中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,930.70万,2.34%,流通A股,6,2019-09-30
600760,中国建设银行股份有限公司-易方达国防军工混合型证券投资基金,458.00万,1.15%,流通A股,7,2019-09-30
600760,中国银行股份有限公司-国投瑞银国家安全灵活配置混合型证券投资基金,369.40万,0.93%,流通A股,8,2019-09-30
600760,中国农业银行股份有限公司-万家品质生活灵活配置混合型证券投资基金,325.18万,0.82%,流通A股,9,2019-09-30
600761,安徽叉车集团有限责任公司,2.81亿,37.97%,流通A股,1,2019-09-30
600761,银华基金-农业银行-银华中证金融资产管理计划,617.27万,0.83%,流通A股,10,2019-09-30
600761,香港上海汇丰银行有限公司,3700.90万,5.00%,流通A股,2,2019-09-30
600761,中央汇金资产管理有限责任公司,2172.64万,2.94%,流通A股,3,2019-09-30
600761,香港金融管理局-自有资金,1508.20万,2.04%,流通A股,4,2019-09-30
600761,全国社保基金一一三组合,1323.32万,1.79%,流通A股,5,2019-09-30
600761,全国社保基金一零五组合,1130.62万,1.53%,流通A股,6,2019-09-30
600761,全国社保基金六零三组合,654.08万,0.88%,流通A股,7,2019-09-30
600761,中欧基金-农业银行-中欧中证金融资产管理计划,644.02万,0.87%,流通A股,8,2019-09-30
600761,嘉实基金-农业银行-嘉实中证金融资产管理计划,623.80万,0.84%,流通A股,9,2019-09-30
600763,杭州宝群实业集团有限公司,1.08亿,33.75%,流通A股,1,2019-09-30
600763,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,209.23万,0.65%,流通A股,10,2019-09-30
600763,香港中央结算有限公司,732.91万,2.29%,流通A股,3,2019-09-30
600763,中国建设银行股份有限公司-兴全社会责任混合型证券投资基金,537.44万,1.68%,流通A股,4,2019-09-30
600763,全国社保基金四零六组合,345.63万,1.08%,流通A股,6,2019-09-30
600763,交通银行股份有限公司-博时新兴成长混合型证券投资基金,300.39万,0.94%,流通A股,7,2019-09-30
600763,深圳市新智达投资管理有限公司-新智达成长一号基金,265.18万,0.83%,流通A股,8,2019-09-30
600763,中国工商银行-广发聚丰混合型证券投资基金,260.00万,0.81%,流通A股,9,2019-09-30
600764,中国船舶重工集团有限公司,1.95亿,59.28%,流通A股,1,2019-09-30
600764,陕西省国际信托股份有限公司-陕国投·聚宝盆81号证券投资集合资金信托计划,186.00万,0.57%,流通A股,10,2019-09-30
600764,北京石煜扬帆投资管理有限公司,235.92万,0.72%,流通A股,6,2019-09-30
600764,北京瑞丰投资管理有限公司,201.57万,0.61%,流通A股,8,2019-09-30
600765,贵州金江航空液压有限责任公司,2.29亿,29.48%,流通A股,1,2019-09-30
600765,中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金,622.97万,0.80%,流通A股,10,2019-09-30
600765,中国贵州航空工业(集团)有限责任公司,6453.88万,8.30%,流通A股,2,2019-09-30
600765,中央汇金资产管理有限责任公司,1696.35万,2.18%,流通A股,3,2019-09-30
600765,贵州盖克航空机电有限责任公司,1359.63万,1.75%,流通A股,4,2019-09-30
600765,中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,1331.25万,1.71%,流通A股,5,2019-09-30
600765,金世旗国际控股股份有限公司,1006.60万,1.29%,流通A股,6,2019-09-30
600765,中国华融资产管理股份有限公司,843.59万,1.08%,流通A股,8,2019-09-30
600765,香港中央结算有限公司,781.36万,1.00%,流通A股,9,2019-09-30
600766,苏州华成投资有限公司,268.00万,1.20%,流通A股,4,2019-09-30
600766,上海梁地置业有限公司,233.24万,1.04%,流通A股,5,2019-09-30
600766,园城实业集团有限公司,100.00万,0.45%,流通A股,9,2019-09-30
600767,四川蓝润资产管理有限公司,8297.99万,24.34%,流通A股,1,2019-09-30
600768,宁波富邦控股集团有限公司,4982.01万,37.25%,流通A股,1,2019-09-30
600768,紫光集团有限公司,148.18万,1.11%,流通A股,4,2019-09-30
600768,宁波三星通讯设备有限公司,110.29万,0.82%,流通A股,6,2019-09-30
600768,上海方圆达创投资合伙企业(有限合伙)-方圆-东方10号私募投资基金,109.00万,0.81%,流通A股,7,2019-09-30
600769,武汉葛化集团有限公司,7529.12万,20.08%,流通A股,1,2019-09-30
600769,上海七石投资管理有限公司-七石成长私募证券投资基金2号,179.23万,0.48%,流通A股,10,2019-09-30
600769,武汉华原能源物资开发公司,2391.31万,6.38%,流通A股,2,2019-09-30
600769,北京紫光通信科技集团有限公司,702.14万,1.87%,流通A股,3,2019-09-30
600770,南通综艺投资有限公司,3.34亿,25.69%,流通A股,1,2019-09-30
600770,中国证券金融股份有限公司,2062.11万,1.59%,流通A股,3,2019-09-30
600770,中央汇金资产管理有限责任公司,1920.36万,1.48%,流通A股,4,2019-09-30
600770,北京日月房地产开发有限公司,1062.03万,0.82%,流通A股,5,2019-09-30
600770,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,846.95万,0.65%,流通A股,6,2019-09-30
600770,嘉实基金-农业银行-嘉实中证金融资产管理计划,376.36万,0.29%,流通A股,7,2019-09-30
600771,山西省创投投资有限公司,4000.00万,9.46%,流通A股,1,2019-09-30
600771,全国社保基金一零四组合,528.89万,1.25%,流通A股,10,2019-09-30
600771,西安东盛集团有限公司,3566.76万,8.44%,流通A股,2,2019-09-30
600771,华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托,1665.87万,3.94%,流通A股,3,2019-09-30
600771,国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合,1483.93万,3.51%,流通A股,4,2019-09-30
600771,北京东富新投投资管理中心(有限合伙),1138.78万,2.69%,流通A股,5,2019-09-30
600771,招商银行股份有限公司-东方红睿丰灵活配置混合型证券投资基金(LOF),896.08万,2.12%,流通A股,7,2019-09-30
600771,财富证券-浦发银行-财富证券-广誉远安宫清心集合资产管理计划,831.72万,1.97%,流通A股,9,2019-09-30
600773,上海市静安区国有资产监督管理委员会,3.18亿,42.63%,流通A股,1,2019-09-30
600773,东方国际(集团)有限公司,1378.66万,1.85%,流通A股,2,2019-09-30
600773,厦门达沃斯投资有限公司,1284.97万,1.72%,流通A股,3,2019-09-30
600773,中央汇金资产管理有限责任公司,1204.74万,1.61%,流通A股,4,2019-09-30
600773,中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金,625.24万,0.84%,流通A股,5,2019-09-30
600773,南京长恒实业有限公司,465.03万,0.62%,流通A股,6,2019-09-30
600774,武汉市汉阳控股集团有限公司,7944.46万,35.04%,流通A股,1,2019-09-30
600774,卓尔控股有限公司,4538.96万,20.02%,流通A股,2,2019-09-30
600774,武汉市君悦达酒店管理有限公司,259.91万,1.15%,流通A股,6,2019-09-30
600774,武汉致远市政建设工程有限公司,105.27万,0.46%,流通A股,8,2019-09-30
600775,香港中央结算(代理人)有限公司,2.43亿,26.64%,"流通A股,流通H股",1,2019-09-30
600775,熊猫电子集团有限公司,2.11亿,23.05%,流通A股,2,2019-09-30
600775,中国华融资产管理股份有限公司,6514.67万,7.13%,流通A股,3,2019-09-30
600775,南京中电熊猫信息产业集团有限公司,3588.86万,3.93%,"流通A股,流通H股",4,2019-09-30
600775,中国银行股份有限公司-嘉实中证央企创新驱动交易型开放式指数证券投资基金,1827.70万,2.00%,流通A股,5,2019-09-30
600775,招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金,913.80万,1.00%,流通A股,6,2019-09-30
600775,中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金,170.94万,0.19%,流通A股,8,2019-09-30
600776,普天东方通信集团有限公司,5.48亿,43.64%,流通A股,1,2019-09-30
600776,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,262.93万,0.21%,流通A股,10,2019-09-30
600776,中国证券金融股份有限公司,3220.33万,2.56%,流通A股,2,2019-09-30
600776,中央汇金资产管理有限责任公司,1716.85万,1.37%,流通A股,3,2019-09-30
600776,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,461.49万,0.37%,流通B股,4,2019-09-30
600776,NOMURA SINGAPORE LIMITED,426.22万,0.34%,流通B股,5,2019-09-30
600776,华夏基金-农业银行-华夏中证金融资产管理计划,308.44万,0.25%,流通A股,7,2019-09-30
600776,NORGES BANK,293.60万,0.23%,流通B股,8,2019-09-30
600776,中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金,291.64万,0.23%,流通A股,9,2019-09-30
600777,深圳金志昌顺投资发展有限公司,2.75亿,6.78%,流通A股,1,2019-09-30
600777,上海正红广毅股权投资中心(有限合伙),7317.94万,1.81%,流通A股,10,2019-09-30
600777,深圳市金志昌盛投资有限公司,2.57亿,6.35%,流通A股,2,2019-09-30
600777,北京隆德开元创业投资中心(有限合伙),1.41亿,3.49%,流通A股,3,2019-09-30
600777,宁波中盈华元股权投资合伙企业(有限合伙),1.01亿,2.49%,流通A股,4,2019-09-30
600777,北京隆德长青创业投资中心(有限合伙),1.01亿,2.49%,流通A股,5,2019-09-30
