pid,股票代码,职务,薪酬,直接持股数,高管类型
15604,002578,独立董事,6万,-,董事会
32910,002578,监事,13万,-,监事会
41093,002578,董事,15万,-,董事会
3786,002578,监事,13万,-,监事会
16378,002578,财务总监,20万,-,监事会
36251,002578,独立董事,6万,-,董事会
16581,002578,副总经理,20万,6000,监事会
39819,002578,独立董事,6万,-,董事会
33842,002578,"副董事长,董事",28万,5539万,董事会
24464,002578,"董事长,董事",36万,2.753亿,董事会
26839,002578,董事,20万,7092万,董事会
36320,002578,董事,28万,-,董事会
48272,002578,"副董事长,董事",36万,5539万,董事会
12941,002578,监事会主席,13万,-,监事会
41683,002579,监事,14.14万,-,监事会
3238,002579,董事,48.78万,40万,董事会
14200,002579,独立董事,12万,-,董事会
14031,002579,独立董事,12万,-,董事会
33789,002579,"副董事长,董事",66.55万,102万,董事会
30252,002579,监事会主席,23.52万,-,监事会
14645,002579,副总裁,-,10.8万,监事会
8198,002579,"董事长,董事",59.2万,2704万,董事会
48753,002579,副总裁,-,40万,监事会
30656,002579,财务总监,-,4.3万,监事会
13838,002579,职工监事,16.02万,-,监事会
849,002580,总工程师,20万,364.7万,监事会
53366,002580,独立董事,7.8万,-,董事会
31951,002580,"董事长,董事",17.7万,2570万,董事会
30201,002580,董事,17.09万,149万,董事会
28662,002580,职工监事,-,-,监事会
26214,002580,董事会秘书,14.49万,-,监事会
51518,002580,副总经理,49.42万,6.4万,监事会
53623,002580,监事会主席,16.21万,108.8万,监事会
33986,002580,独立董事,7.8万,-,董事会
28055,002580,副总经理,23.17万,63.66万,监事会
3302,002580,监事,-,-,监事会
20754,002580,董事,19.45万,298.9万,董事会
51109,002580,独立董事,7.8万,-,董事会
24007,002580,董事,22.14万,149.4万,董事会
43495,002580,职工监事,-,-,监事会
21133,002580,董事,24.22万,507.4万,董事会
19649,002580,监事,17.99万,-,监事会
20599,002580,"副董事长,董事",15.71万,525万,董事会
44804,002580,副总经理,27.23万,8万,监事会
17756,002581,总经理,139.1万,-,监事会
8768,002581,职工监事,70.06万,-,监事会
15893,002581,"副董事长,董事",102.4万,-,董事会
48812,002581,独立董事,6万,-,董事会
6390,002581,董事,-,-,董事会
21975,002581,董事,-,-,董事会
35985,002581,董事,-,-,董事会
8117,002581,独立董事,6万,-,董事会
41208,002581,"董事长,董事",-,-,董事会
43533,002581,副总经理,87.26万,-,监事会
31889,002581,"董事会秘书,副总经理",30万,-,监事会
12240,002581,董事,-,-,董事会
27179,002581,财务总监,-,-,监事会
24947,002581,独立董事,6万,-,董事会
52441,002581,监事会主席,-,-,监事会
51492,002581,监事,68.38万,-,监事会
33915,002582,监事,64.3万,-,监事会
45696,002582,监事,-,-,监事会
49048,002582,职工监事,19.02万,-,监事会
23171,002582,独立董事,12万,-,董事会
44096,002582,"副总经理,财务总监",-,-,监事会
5042,002582,董事,320.2万,4000,董事会
38643,002582,职工监事,13.57万,-,监事会
8336,002582,副总经理,24.91万,-,监事会
14638,002582,"董事长,董事",60.94万,1.293亿,董事会
53492,002582,董事,48.5万,828.3万,董事会
9249,002582,董事,12万,-,董事会
34406,002582,独立董事,12万,-,董事会
37369,002582,监事会主席,36.01万,-,监事会
2116,002582,"董事会秘书,副总经理",42.73万,8万,监事会
52106,002582,"副董事长,董事",84.7万,14.2万,董事会
17197,002582,副总经理,47.05万,10.37万,监事会
46644,002582,独立董事,12万,-,董事会
25151,002583,"董事会秘书,副总经理",32.92万,40万,监事会
36775,002583,独立董事,10.56万,-,董事会
4790,002583,独立董事,-,-,董事会
6858,002583,董事,-,-,董事会
3995,002583,董事,147.4万,1624万,董事会
27316,002583,董事,140万,920.5万,董事会
15621,002583,监事,41.71万,-,监事会
26193,002583,监事会主席,42.73万,9万,监事会
4919,002583,监事,-,-,监事会
25481,002583,董事,177.4万,300万,董事会
50307,002583,董事,218.7万,132.7万,董事会
22638,002583,独立董事,10.56万,-,董事会
24157,002583,"董事长,董事",40.46万,9.488亿,董事会
22608,002583,财务总监,-,-,监事会
20412,002584,独立董事,-,-,董事会
29241,002584,董事,-,-,董事会
32731,002584,独立董事,6万,-,董事会
44600,002584,财务总监,-,-,监事会
16731,002584,监事会主席,67.52万,-,监事会
26519,002584,副总裁,65万,-,监事会
41778,002584,"董事会秘书,副总裁",56.24万,-,监事会
50788,002584,独立董事,6万,-,董事会
15425,002584,职工监事,11.24万,-,监事会
30366,002584,监事,49.71万,-,监事会
38713,002584,董事,63.01万,8320万,董事会
37413,002584,"董事长,董事",76.4万,6860万,董事会
547,002584,"副董事长,董事",60.01万,1144万,董事会
12565,002584,董事,60.01万,1525万,董事会
22145,002584,董事,74.01万,7450万,董事会
2112,002584,执行总裁,5.05万,-,监事会
53931,002585,副总经理,-,-,高管
21361,002585,"董事长,董事",48万,3.014亿,董事会
40571,002585,董事,33.6万,6726万,董事会
19800,002585,董事,38.8万,-,董事会
10300,002585,副总经理,28万,-,高管
646,002585,董事,36万,-,董事会
30626,002585,副总经理,-,-,高管
37158,002585,副总经理,25.8万,-,监事会
5652,002585,副总经理,36万,-,高管
35969,002585,监事,15万,-,监事会
2521,002585,副总经理,42万,-,监事会
41217,002585,独立董事,9万,-,董事会
4353,002585,副总经理,35.22万,-,监事会
48697,002585,独立董事,9万,-,董事会
46114,002585,副总经理,70.33万,-,监事会
26490,002585,职工监事,9万,-,监事会
17130,002585,监事会主席,15万,-,监事会
51336,002585,副总经理,25.8万,-,高管
13225,002585,独立董事,-,-,董事会
53385,002586,"董事长,董事",-,-,董事会
13058,002586,总工程师,65.35万,-,监事会
13754,002586,董事,-,-,董事会
54044,002586,职工监事,-,-,监事会
36317,002586,监事,-,-,监事会
17596,002586,副总经理,-,-,监事会
11606,002586,副总经理,59.35万,-,监事会
45845,002586,职工监事,-,-,监事会
20470,002586,财务总监,66.67万,-,监事会
52003,002586,独立董事,-,-,董事会
33302,002586,监事,-,-,监事会
27425,002586,副总经理,65.35万,46.56万,监事会
54163,002586,独立董事,-,-,董事会
16365,002586,董事,-,-,董事会
2800,002586,"副董事长,董事",-,-,董事会
17738,002586,"董事会秘书,副总经理",-,-,监事会
2186,002586,独立董事,-,-,董事会
45780,002586,监事会主席,-,-,监事会
20638,002587,董事,-,-,董事会
41122,002587,副总裁,52.22万,96.7万,监事会
2662,002587,"董事长,董事",41.81万,1.712亿,董事会
37852,002587,董事会秘书,53.12万,15万,监事会
10294,002587,"副总裁,财务总监",80.83万,629.7万,监事会
4427,002587,独立董事,-,-,董事会
27373,002587,董事,79.03万,183.8万,董事会
8434,002587,董事,-,-,董事会
38943,002587,董事,-,30万,董事会
1423,002587,"副董事长,董事",-,2185万,董事会
36339,002587,独立董事,6万,-,董事会
44396,002587,副总裁,73.4万,112.6万,监事会
41713,002587,独立董事,6万,-,董事会
33763,002587,副总裁,40.39万,2066万,监事会
6193,002587,监事会主席,30.93万,1618万,监事会
41089,002587,职工监事,20.81万,-,监事会
18963,002587,监事,-,41.26万,监事会
39786,002588,董事,60万,31.8万,董事会
22080,002588,监事会主席,20万,4890万,监事会
13856,002588,副总经理,60万,-,高管
19743,002588,副总经理,60万,171.9万,监事会
1543,002588,独立董事,-,-,董事会
17927,002588,职工监事,9.22万,-,监事会
39098,002588,独立董事,7.79万,-,董事会
50746,002588,监事,9.8万,-,监事会
34475,002588,"董事会秘书,副总经理",60万,23.15万,监事会
33832,002588,职工监事,15万,-,监事会
45196,002588,监事,28.17万,-,监事会
5135,002588,财务负责人,-,-,高管
41195,002588,副总经理,60万,-,监事会
36226,002588,"董事长,董事",30万,2.645亿,董事会
37386,002588,"副董事长,董事",100万,1.744亿,董事会
23998,002589,独立董事,6万,-,董事会
50086,002589,"副总经理,财务总监",-,-,监事会
18983,002589,董事,-,-,董事会
37426,002589,副总经理,-,-,高管
51054,002589,监事会主席,13.12万,-,监事会
41873,002589,董事,24.99万,55.51万,董事会
19227,002589,副总经理,-,-,高管
36659,002589,总经理,-,-,监事会
14422,002589,"副董事长,董事",43.54万,2.879亿,董事会
22995,002589,副总经理,-,-,高管
40651,002589,副总经理,-,-,高管
22844,002589,独立董事,6万,-,董事会
42254,002589,副总经理,-,-,高管
11984,002589,董事,24.85万,-,董事会
27016,002589,副总经理,-,-,高管
52404,002589,独立董事,6万,-,董事会
8503,002589,副总经理,-,-,高管
21957,002589,副总经理,24.71万,56.57万,监事会
36094,002589,副总经理,-,-,监事会
14337,002589,副总经理,25.64万,-,监事会
38507,002589,监事,9.77万,-,监事会
1156,002589,"董事长,董事",43.54万,1.875亿,董事会
14410,002589,董事,-,-,董事会
23530,002589,副总经理,-,-,监事会
50299,002589,职工监事,13.72万,-,监事会
43945,002590,董事,-,425.7万,董事会
26773,002590,董事,72.54万,-,董事会
20174,002590,职工监事,40.19万,-,监事会
36866,002590,职工监事,76.9万,-,监事会
27530,002590,独立董事,5万,-,董事会
28278,002590,"董事会秘书,副总经理",44.9万,-,监事会
15059,002590,董事,91.02万,-,董事会
34192,002590,财务总监,46.35万,-,监事会
48920,002590,独立董事,5万,-,董事会
45029,002590,独立董事,-,-,董事会
38959,002590,董事,-,462.7万,董事会
44251,002590,董事,-,-,董事会
27103,002590,"董事长,董事",66.04万,2394万,董事会
5306,002590,监事会主席,-,392.7万,监事会
14352,002591,财务总监,11.43万,13万,监事会
2921,002591,"董事会秘书,副总经理",-,-,监事会
21392,002591,独立董事,4万,-,董事会
28017,002591,独立董事,4万,-,董事会
44811,002591,董事,14.87万,35.53万,董事会
22136,002591,监事会主席,4.95万,-,监事会
46774,002591,监事,6.92万,-,监事会
5006,002591,独立董事,4万,-,董事会
10946,002591,"董事长,董事",19.76万,6755万,董事会
12023,002591,副总经理,13.8万,3.75万,监事会
14497,002591,董事,16.22万,4368万,董事会
51474,002591,副总经理,2.53万,8万,监事会
12315,002591,董事,15.6万,554.5万,董事会
26492,002591,监事,4.1万,-,监事会
34447,002592,监事会主席,23.97万,121.2万,监事会
5573,002592,独立董事,6万,-,董事会
21207,002592,董事,68万,31.91万,董事会
38606,002592,董事,17.3万,51.24万,董事会
18539,002592,"董事长,董事",91.1万,2469万,董事会
24926,002592,职工监事,27.37万,10.59万,监事会
17729,002592,独立董事,6万,-,董事会
22361,002592,"副董事长,董事",76.82万,1657万,董事会
49852,002592,财务总监,55万,314.3万,监事会
40409,002592,"董事会秘书,副总经理",29.21万,106.9万,监事会
36532,002592,独立董事,6万,-,董事会
45024,002592,监事,16.52万,7.253万,监事会
50870,002593,"副总经理,财务总监",40.84万,32.25万,监事会
11385,002593,独立董事,6万,-,董事会
35709,002593,监事,44.75万,54.48万,监事会
37541,002593,董事,21.33万,-,董事会
47603,002593,"董事长,董事",43.13万,2.878亿,董事会
22963,002593,"董事会秘书,副总经理",25.74万,-,监事会
31431,002593,董事,42.12万,2138万,董事会
42346,002593,监事会主席,27.55万,35.2万,监事会
26495,002593,副总经理,-,-,监事会
52869,002593,副总经理,30.33万,18.25万,监事会
18952,002593,独立董事,1万,-,董事会
19610,002593,职工监事,38.95万,10.75万,监事会
11875,002593,独立董事,6万,-,董事会
26466,002593,董事,31.58万,64.85万,董事会
18164,002594,副总裁,501万,-,高管
47364,002594,副总裁,-,241.2万,高管
24462,002594,副总裁,514万,251.4万,监事会
22269,002594,副总裁,517万,394.9万,高管
51638,002594,"副董事长,非执行董事",20万,2.392亿,董事会
28673,002594,财务总监,272万,29.32万,高管
34239,002594,非执行董事,20万,1.014亿,董事会
1081,002594,副总裁,757万,3.722万,监事会
16190,002594,独立非执行董事,20万,-,董事会
52287,002594,副总裁,724万,1192万,监事会
31255,002594,监事,10万,-,监事会
51861,002594,董事会秘书,208万,2.75万,监事会
9541,002594,职工监事,200万,-,监事会
6363,002594,副总裁,538万,882.5万,高管
879,002594,"董事长,执行董事",567万,5.136亿,董事会
45267,002594,独立非执行董事,20万,-,董事会
10460,002594,副总裁,518万,-,监事会
34181,002594,职工监事,268万,-,监事会
9294,002594,副总裁,511万,3.71万,高管
52421,002594,监事会主席,10万,-,监事会
31434,002594,独立非执行董事,20万,-,董事会
49760,002594,副总裁,-,130.2万,高管
17322,002594,监事,10万,-,监事会
10506,002595,财务总监,25.32万,1.76万,监事会
4688,002595,董事,70.28万,324.8万,董事会
6066,002595,董事,9.03万,324.8万,董事会
20666,002595,董事,69.08万,221.9万,董事会
13460,002595,董事,61.92万,134.1万,董事会
45546,002595,"董事长,董事",75.12万,2.405亿,董事会
8892,002595,副总经理,48.49万,4.5万,监事会
7343,002595,"董事会秘书,副总经理",11.44万,-,监事会
32715,002595,职工监事,36.26万,2.62万,监事会
9602,002595,监事会主席,-,1.079亿,监事会
8718,002595,独立董事,5万,21.1万,董事会
16609,002595,独立董事,5万,-,董事会
26565,002595,职工监事,47.81万,269.8万,监事会
44144,002595,独立董事,5万,-,董事会
8559,002595,董事,-,255.5万,董事会
42792,002596,董事,80.75万,152.4万,董事会
7794,002596,董事,6000,-,董事会
27319,002596,董事,76.37万,54.15万,董事会
30997,002596,职工监事,-,-,监事会
21107,002596,独立董事,5.8万,-,董事会
18318,002596,副总经理,80.76万,54.15万,监事会
30734,002596,职工监事,21.52万,-,监事会
49221,002596,"董事长,董事",109.7万,1.507亿,董事会
39769,002596,财务总监,75.08万,30万,监事会
8663,002596,独立董事,5.8万,-,董事会
38871,002596,独立董事,-,-,董事会
11423,002596,监事会主席,34.46万,-,监事会
53790,002596,副总经理,49.61万,-,监事会
38658,002596,董事,4000,-,董事会
14383,002596,监事,22.56万,-,监事会
50604,002596,董事,81.6万,54.15万,董事会
931,002596,监事,28.46万,25.2万,监事会
12321,002597,"董事会秘书,副总经理",-,-,监事会
43235,002597,董事,41.43万,-,董事会
39273,002597,"副董事长,董事",53.82万,30.25万,董事会
17934,002597,董事,-,2万,董事会
21155,002597,副总经理,61.7万,15.4万,监事会
21615,002597,监事会主席,-,100,监事会
53717,002597,副总经理,35.19万,16.28万,监事会
4939,002597,副总经理,37.88万,24.76万,监事会
9553,002597,"董事长,董事",47.54万,47.87万,董事会
13793,002597,监事,-,-,监事会
26988,002597,独立董事,8.33万,-,董事会
11666,002597,董事,51.83万,27.26万,董事会
1583,002597,独立董事,8.33万,-,董事会
12805,002597,独立董事,8.33万,-,董事会
21057,002597,财务总监,-,-,高管
33420,002597,副总经理,-,10.81万,监事会
29271,002597,职工监事,-,1.2万,监事会
892,002597,董事,61.05万,30.25万,董事会
51534,002598,监事,-,-,监事会
49384,002598,董事,49.35万,5.09万,董事会
18127,002598,监事会主席,22.08万,16.88万,监事会
28608,002598,独立董事,4万,-,董事会
38711,002598,董事,52.64万,7.09万,董事会
32109,002598,独立董事,4万,-,董事会
48846,002598,独立董事,4万,3500,董事会
52473,002598,独立董事,4万,-,董事会
