股票代码,主营业务
000938,自有品牌产品、系统集成及IT服务和增值分销业务。
000948,软件业务、信息产品业务、系统集成业务
000949,粘胶长丝、粘胶短纤维和氨纶纤维的生产与销售
000950,药品、医疗器械的批发和零售业务
000951,从事载重汽车、专用汽车、重型专用车底盘、客车底盘、汽车配件制造、销售;汽车桥箱及零部件的生产、销售;机械加工、机床设备维修、汽车生产技术咨询及售后服务等。
000952,生产经营医药原料药、医药制剂、食品添加剂、饲料添加剂
000952,出口本企业自产的各类药
000953,化肥产品的生产与销售
000955,从事非织造材料、磷化工业务
000957,以客车为主兼顾零部件产品的开发、制造和销售。
000958,清洁能源发电及热电联产等业务外
000958,还将涵盖财务公司、保险经纪、信托、期货、保险等多项金融业务。
000959,钢铁冶炼、钢压延加工、技术开发、技术咨询、技术转让、技术服务、技术培训
000960,有色金属锡及其深加工产品的生产和销售业务
000961,房地产开发和建筑施工
000962,钽、铌、铍、钛、镁等有色金属材料的生产、加工、开发、科研与销售、进出口业务
000963,"化学药、中药的原料药和制剂的生产销售,以及中西成药、中药材、医疗器械、健康产品等的经营"
000965,房地产开发和基础设施建设。
000966,电力、热力、煤炭生产和销售
000967,各类风机及配件、电磁线产品的研制及开发
000968,煤矿瓦斯治理及煤层气勘探、开发与利用业务
000969,先进金属材料的研发、生产与销售
000969,包括能源用先进材料及制品
000969,特种材料制品及装备
000969,超硬材料及工具三个领域
000970,从事钕铁硼稀土永磁材料和新型磁性材料及其应用产品的研究开发、生产和销售
000971,以IDC(互联网数据中心)、CDN(内容分发网络)、APM(应用性能管理)为主的互联网基础云服务
000973,各类塑料制品、粘胶制品、各类包装及印刷复合制品和塑料加工设备、模具的制造等。
000972,大包装浓缩番茄酱；去皮番茄和番茄丁、小罐番茄制品；番茄红素胶囊、番茄纤维片生产及销售
000976,轨道交通装备制造
000975,贵金属和有色金属矿采选及金属贸易
000977,服务器等云计算基础设施产品的研发、生产、销售
000978,游船客运、景区旅游业务、酒店、公路旅行客运、出租车业务等。
000980,汽车整车
000982,羊绒、羊毛、亚麻及其混纺类纺织品的生产及销售
000981,房地产开发和销售；汽车被动安全系统核心零部件业务。
000983,煤炭生产、洗选加工、电力生产及销售;矿山开发及设计施工;矿用电力器材生产、经营
000985,精细石油化工产品
000985,药品及保健品的生产及销售
000987,以高级百货为定位从事零售连锁经营
000987,采用全渠道组合经营模式
000987,为顾客提供个性化、体验化、智能化的优质生活解决方案；证券、融资租赁、私募投资、担保、小额贷款等。
000988,激光设备的生产与销售、激光防伪标识的生产与销售、敏感电子元器件的生产与销售、光通信电子元器件的生产与销售、计算机软件与信息系统集成等技术及产品的开发、研制、销售等业务
000990,生命科技与医药、显示材料与化工、医疗技术产品和服务
000989,从事中成药、生物药品的研制、生产、销售及药品的批发、零售业务及心脑血管疾病类药物的研发、生产和销售业务。
000993,电力生产与开发
000993,并在电力为主的基础上进行相关多元投资。
000996,汽车服务业务、物流等综合服务业务、现货贸易业务
000998,以杂交水稻、杂交辣椒、瓜类为主的高科技农作物种子、种苗的培育、繁殖、推广和销售
000998,与此相关的农化产品的研制、生产和销售。
000997,计算机应用产品的研、产、销及服务。
000999,医药产品的研发、生产、销售及相关健康服务。
001696,生产、销售摩托车发动机及零配件
001872,集装箱和散杂货的港口装卸、仓储、运输及其它配套服务
001896,"火电项目的投资管理,同时涉足新能源项目投资建设、煤炭物流、环境保护和发电机组检修等业务"
001965,公路相关的经营收费公路业务和交通科技业务
001979,园区开发与运营、社区开发与运营、邮轮产业建设与运营
002001,从事营养品、香精香料、高分子复合新材料和原料药的生产和销售
002003,从事各类中高档服饰辅料产品的研发、生产与销售
002002,环保、新材料、交易所
002004,以医药、农化、原料药研发、生产销售为主体的
002004,揽括旅游、投资
002005,家用小电器系列产品和LED系列产品的研究、开发、制造、销售
002007,人血白蛋白、静注人免疫球蛋白（PH4）、人凝血酶原复合物、人凝血因子Ⅷ等的生产和销售。
002006,太阳能光伏专用装备、新型建筑、建材专用设备和轻纺专用设备、太阳能多晶硅片领域的研制开发与生产
002008,激光加工设备的研发、生产及销售
002009,自动化装备产业、风电产业及汽车循环产业
002011,制冷配件、制冷设备的研发、生产和销售
002011,以及提供节能服务系统解决方案。
002010,传化网智能物流业务与化工业务
002012,生产工业配套用纸、特种食品包装用纸、过滤纸等特种纸
002013,航空产业、车船载产业、制冷及医疗器械产业和电力电气装备
002014,从事彩印复合包装产品和真空镀铝膜产品的生产和销售。
002015,"以清洁能源发电及热电联产为主业,同时涉及能源服务"
002017,生产和销售通信智能卡、金融卡、社保卡、非接触式智能卡及配套应用系统等产品和服务。
002016,房地产开发经营
002020,化学制剂、传统中药、生物制剂、化学原料药、医疗器械的研发、生产及销售。
002019,药品、医药原料药及高分子材料的研发、生产与销售
002021,工业缝纫机的销售
002022,体外临床免疫诊断试剂、体外临床化学诊断试剂、核酸诊断试剂、基因工程药物及与体外诊断试剂相配套的自动化检验诊断仪器等的研究、生产和销售。
002023,航空新技术研发与制造、航空维修、航空培训及航空金融服务。
002025,高端继电器、连接器、微特电机、光电子产品、电缆组件的研制、生产和销售
002026,钻夹头、电动工具开关、粉末冶金件、锯片及机床研发、生产和销售
002027,生活圈媒体的开发和运营
002028,输变电设备的研发、生产、销售及服务
002030,以分子诊断技术为主导的
002030,集临床检验试剂和仪器的研发、生产、销售以及全国连锁医学独立实验室临床检验服务。
002029,服装服饰产品及服装原辅材料的研发设计、制造及销售
002031,轮胎专用制造设备的研发、生产和销售
002032,厨房用具、不锈钢制品、日用五金、小型家电及炊具的研发、生产和销售
002033,客运索道运营、《印象·丽江》雪山篇演出、酒店建设经营。
002034,"采用BOT、BOO、PPP等投资运营模式,承接全国各地生活垃圾焚烧发电、餐厨垃圾处理、污泥处理处置及其他固体废物资源综合利用等环保项目。"
002035,生产、销售燃气具系列产品
002035,太阳能及类似能源器具
002035,家庭厨房用品
002035,家用电器及配件
002035,自产产品的售后服务。
002036,研发、生产和销售触控显示类产品和光学元件产品
002038,基因工程及相关药物的研究开发和生产经营
002037,民爆器材的研发、生产、销售;爆破工程施工及技术服务、化工产品(不含化学危险品)的批零兼营
002039,水力发电站(厂)的开发建设与经营管理
002040,主要经营业务为提供原油、成品油、液体化工产品及普通货物的装卸、仓储服务、为船舶提供码头、在港区内提供物流服务。
002041,玉米种子生产、自育农作物杂交种子销售
002041,花卉、苗木、食用菌类种苗的开发及技术服务。
002042,"依托快速反应的供应链营运管理能力,提供多品种、小批量和快交货的产品与服务,并致力为客户提供流行趋势、各种原料和产品的认证、吊牌、技术咨询等增值服务。"
002043,室内装饰材料的研发、生产和销售
002044,健康体检服务
002046,轴承、电主轴的研发和生产
002046,以及国家、各级地方政府和其他企业所委托的技术开发业务
002045,音响电声类业务、锂电池类业务以及园区开发类业务
002048,从事汽车零部件的开发、生产和销售
002047,综合建筑装饰装修工程设计及施工。
