机构名称,类型
莱州祥云防火隔热材料有限公司,一般法人
上海举善投资合伙企业(有限合伙),一般法人
广发东财大数据精选灵活配置混合型证券投资基金,基金
广发中证全指原材料交易型开放式指数证券投资基金,基金
景德镇黑猫集团有限责任公司,一般法人
民生通惠资产-工商银行-民生通惠通汇6号资产管理产品,一般法人
江苏宏宝集团有限公司,一般法人
浙江诸暨惠风创业投资有限公司,一般法人
红土创新基金管理有限公司-银河证券-深圳市创新投资集团有限公司,一般法人
青岛高等学校技术装备服务总部,一般法人
中银证券新能源灵活配置混合型证券投资基金A,基金
南通投资管理有限公司,一般法人
国轩高科股份有限公司回购专用证券账户,一般法人
珠海国轩贸易有限责任公司,一般法人
江苏沙钢集团有限公司,一般法人
广东福迪汽车有限公司,一般法人
上海韬赛创业投资管理合伙企业(有限合伙),一般法人
前海股权投资基金(有限合伙),一般法人
江苏瀚瑞投资控股有限公司,一般法人
深圳市创新资本投资有限公司,一般法人
镇江市大港自来水有限责任公司,一般法人
镇江艾柯赛尔投资管理合伙(有限合伙),一般法人
镇江高新创业投资有限公司,一般法人
全国社保基金102组合,社保基金
博时信用债券投资基金A/B,基金
博时鑫源灵活配置混合型证券投资基金A,基金
山东太阳控股集团有限公司,一般法人
长信增利动态策略混合型证券投资基金,基金
山东省国际信托股份有限公司,信托公司
润福贸易有限公司,一般法人
苏州通博电子器材有限公司,一般法人
上海易创投资中心(有限合伙),一般法人
交银施罗德国证新能源指数分级证券投资基金,基金
北京华宇瑞泰股权投资合伙企业(有限合伙),一般法人
华安沪港深优选混合型证券投资基金,基金
南京彤天科技实业股份有限公司,一般法人
平潭盈科汇通创业投资合伙企业(有限合伙),一般法人
广发中证环保产业交易型开放式指数证券投资基金,基金
深圳君盛蓝湾投资企业(有限合伙),一般法人
西藏宝瑞投资有限公司,一般法人
长信低碳环保行业量化股票型证券投资基金,基金
长城久富核心成长混合型证券投资基金,基金
长江养老保险-浦发银行-中材科技股份有限公司,一般法人
GOLDEN FEATHER CORPORATION,一般法人
中海信托股份有限公司,信托公司
广发中证基建工程指数型发起式证券投资基金A,基金
苏州金螳螂企业(集团)有限公司,一般法人
万邦德集团有限公司,一般法人
湖州市织里镇资产经营有限公司,一般法人
上海系数股权投资基金管理合伙企业(有限合伙),信托公司
上海迎水投资管理有限公司,信托公司
孚日控股集团股份有限公司,一般法人
孚日集团股份有限公司回购专用证券账户,一般法人
济南纾困盛鲁股权投资基金合伙企业(有限合伙),一般法人
西藏信托有限公司-西藏信托-智臻26号集合资金信托计划,一般法人
上海齐泓股权投资基金合伙企业(有限合伙),一般法人
上海齐煜信息科技有限公司,一般法人
上海齐盛电子商务有限公司,一般法人
中盛集团有限公司,一般法人
中馀投资有限公司,一般法人
广州市裕进贸易有限公司,一般法人
泰达宏利基金-民生银行-天津信托-天津信托·优选定增3号集合资金信托计划,一般法人
金元顺安基金-民生银行-天津信托-天津信托·美克优选定增10号集合资金信托计划,一般法人
万丰奥特控股集团有限公司,一般法人
长安国际信托股份有限公司-长安信托-浙江万丰奥威汽轮股份有限公司第一期员工持股集合资金信托计划,一般法人
长安国际信托股份有限公司-长安信托-长安投资633号证券投资集合资金信托计划,一般法人
长安国际信托股份有限公司-长安信托-长安投资669号证券投资集合资金信托计划,一般法人
陕西省国际信托股份有限公司-陕国投·吉祥如意2号定向投资集合资金信托计划,一般法人
山东东方海洋集团有限公司,一般法人
山高(烟台)辰星投资中心(有限合伙),一般法人
烟台宝威商贸有限公司,一般法人
爱特斯(烟台)实业有限公司,一般法人
中垦国邦(天津)有限公司,一般法人
国联证券股份有限公司,券商
新野县供销合作社联合社,一般法人
新野县棉麻集团公司,一般法人
新野县财政局,一般法人
上海混沌道然资产管理有限公司,信托公司
奇耐联合纤维亚太控股有限公司,一般法人
景顺长城量化小盘股票型证券投资基金,基金
沂源县南麻街道集体资产经营管理中心,一般法人
光大证券资管-浦发银行-光证资管众享添利新海宜成长分级集合资产管理计划,一般法人
天津中程汇通企业管理中心(有限合伙),一般法人
天津丰瑞恒盛投资管理有限公司,一般法人
苏州工业园区民营工业区发展有限公司,一般法人
陕西省国际信托股份有限公司-陕国投·祥瑞5号结构化证券投资集合资金信托计划,一般法人
东吴基金管理有限公司-东吴鼎利56号资产管理计划,一般法人
宁波宁聚资产管理中心(有限合伙),信托公司
建信基金-兴业银行-华鑫国际信托有限公司,一般法人
江苏金智集团有限公司,一般法人
西藏信托有限公司-西藏信托-智臻16号集合资金信托计划,一般法人
上海纺织投资管理有限公司,一般法人
上海绿联君和产业并购股权投资基金合伙企业(有限合伙),一般法人
张家港市凤凰文化旅游发展有限公司,一般法人
张家港市直属公有资产经营有限公司,一般法人
张家港市金城融创投资管理有限公司,一般法人
张家港市金茂创业投资有限公司,一般法人
江苏国泰华鼎投资有限公司,一般法人
江苏国泰国际贸易有限公司,一般法人
乌鲁木齐国有资产经营(集团)有限公司,一般法人
乌鲁木齐环鹏有限公司,一般法人
创金合信量化发现灵活配置混合型证券投资基金A,基金
广州市玄元投资管理有限公司,信托公司
新疆中泰(集团)有限责任公司,一般法人
浙江富丽达股份有限公司,一般法人
兴瀚资产-兴业银行-兴业银行股份有限公司,一般法人
北京中财裕富投资管理有限公司,信托公司
福建国脉集团有限公司,一般法人
佳和美资产管理有限公司,一般法人
华夏基金管理有限公司-中植产投-定增1号资产管理计划,一般法人
珠海新能联合投资合伙企业(有限合伙),一般法人
蓝色经济区产业投资基金(有限合伙),一般法人
金鹰基金-浦发银行-金鹰中植产投定增8号资产管理计划,一般法人
青岛华通创业投资有限责任公司,一般法人
青岛金王国际运输有限公司,一般法人
杭州涉其网络有限公司,一般法人
浙江网盛投资管理有限公司,一般法人
乌鲁木齐益丰年股权投资管理有限合伙企业,一般法人
湖南省南岭化工集团有限责任公司,一般法人
湖南神斧投资管理有限公司,一般法人
北信瑞丰基金-浦发银行-北京国际信托-北京信托·轻盐丰收理财2015015号集合资金信托计划,一般法人
北信瑞丰基金管理有限公司-长安国际信托有限公司,一般法人
安信基金管理有限责任公司-华宝信托-安心投资【6】号集合资金信托计划,一般法人
广州万力投资控股有限公司,一般法人
广州恒翼投资发展合伙企业(有限合伙),一般法人
深圳市招商局科技投资有限公司,一般法人
苏州工业园区鲁鑫创世创业投资企业(有限合伙),一般法人
长沙中南升华科技发展有限公司,一般法人
厦门时位宏远股权投资管理合伙企业(有限合伙),一般法人
天津汇泽丰企业管理有限责任公司,一般法人
福建浔兴集团有限公司,一般法人
诚兴发展国际有限公司,一般法人
新昌勤进投资有限公司,一般法人
浙江东港投资有限公司,一般法人
万家瑞隆混合型证券投资基金,基金
北京融元宝通资产管理合伙企业(有限合伙),一般法人
华夏鼎利债券型发起式证券投资基金A,基金
新疆天达生物制品有限公司,一般法人
新疆天邦鸿康股权投资有限责任公司,一般法人
新疆生产建设兵团国有资产经营有限责任公司,一般法人
新疆维吾尔自治区畜牧科学院,一般法人
泰信先行策略开放式证券投资基金,基金
上海四维尔控股集团有限公司,一般法人
广东省科技创业投资有限公司,一般法人
广东省科技风险投资有限公司,一般法人
肇庆市高要区国有资产经营有限公司,一般法人
钶迪(宁波)投资管理有限公司,一般法人
高要鸿图工业有限公司,一般法人
宁波兆泰投资有限公司,一般法人
宁波广联投资有限公司,一般法人
宁波融合股权投资合伙企业(有限合伙),一般法人
广博控股集团有限公司,一般法人
