股票代码,公司名称,英文名称,曾用名,所属申万行业,主营业务,公司网址,注册资金,员工人数,电话,传真,邮政编码,办公地址,公司简介,所属地域,简写名称
000042,深圳市中洲投资控股股份有限公司,"Shenzhen Centralcon Investment Holding Co.,Ltd",深长城A->G深长城->深长城,房地产 — 房地产开发Ⅱ,房地产开发、物业租赁经营、酒店经营、建筑施工。,www.zztzkg.com,6.65亿元,2543,86-0755-8839-3609,86-0755-8839-3677,518033,广东省深圳市福田区金田路3088号中洲大厦38楼,"深圳市中洲投资控股股份有限公司是国家房地产开发一级资质企业,深圳市一类企业。现为以房地产开发为主,业务范围涉及建筑施工、物业经营、物业管理、酒店、仓储物流等多个行业的综合性企业。在2018中国房地产专业峰会举办期间，公司获得品牌价值系列榜单中的“城市运营商品牌TOP20”殊荣；凭借良好的企业形象以及履行企业社会责任方面的突出表现，公司荣获2018（第八届）中国公益节“2018年度责任品牌奖”。
　　公司在第16届中国蓝筹地产年会上获得“2019蓝筹地产企业”奖项；荣登2019中国房地产上市公司测评成果发布会发布的“2019中国房地产上市公司百强榜单”；在第三届中国品牌峰会上荣获“中国（行业）最...",广东省,中洲控股
000043,招商局积余产业运营服务股份有限公司,"China Merchants Property Operation & Service Co., Ltd.",深南光A->G深南光->深南光A->中航地产->中航善达,房地产 — 房地产开发Ⅱ,物业资产管理业务,www.avicsunda.com,10.6亿元,19886,86-0755-83244582;86-0755-83244503,86-0755-83688903,518031,广东省深圳市福田区振华路163号飞亚达大厦六楼,"中航善达股份有限公司是由中国航空技术进出口深圳公司牵头,联合国内24家企业共同集资筹建的全民所有制(内联)企业.公司经营范围为房地产开发、经营、从事各类投资、开办商场、宾馆服务配套设施、国内商业物资供销业;自有物业管理、经营、举办各种产品展销、开展科技交流活动、举办科技学术交流会议、劳务派遣.本公司及子公司主要产品为商品住宅及商铺、物业服务、酒店服务.主要下属企业有:四星级酒店深圳市格兰云天大酒店;全国一级资质物业管理公司深圳市南光物业管理有限公司;具备年产50万台热水器生产能力的深圳市南光捷佳电器有限公司;名列全国自行车出口前茅的深圳保安自行车有限公司;已成功开发了南光名仕苑、南光捷佳大厦项...",广东省,中航善达
000045,深圳市纺织(集团)股份有限公司,"Shenzhen Textile (Holdings) Co.,Ltd.",深纺织A->G深纺A,电子 — 光学光电子,"以液晶显示用偏光片的研发、生产、营销为代表的高新技术产业,同时还有以地处深圳繁华商业区为主的物业经营管理业务及保留的高档纺织服装业务。",www.chinasthc.com,5.09亿元,1337,86-0755-83776043,86-0755-83776139,518031,广东省深圳市福田区华强北路3号深纺大厦六楼,"深圳市纺织(集团)股份有限公司是一家以制造业、贸易为主的企业.主营业务包括三部分,第一块是以LCD用偏光片为代表的高新技术产业;第二块是以海外服装加工及高档无缝内衣为代表的纺织服装产业;第三块是以地处深圳华强北繁华商业区的深纺大厦为代表的物业租赁业。",广东省,深纺织Ａ
000046,泛海控股股份有限公司,"Oceanwide Holdings Co.,Ltd.",南油物业->光彩建设->泛海建设->G泛海->泛海建设,房地产 — 房地产开发Ⅱ,金融、房地产、战略投资等业务,www.fhkg.com,51.96亿元,10170,86-010-85259601;86-010-85259655,86-010-85259797,100005,北京市东城区建国门内大街28号民生金融中心C座22层,"泛海控股股份有限公司是房地产综合开发企业,主要经营项目投资,资产管理,房地产及旅游项目开发、物业管理(以上项目凭资质证经营),建筑设备、建筑装饰材料销售.公司已领取注册号为2102121102005的企业法人营业执照.大连泛海建设投资有限公司现已正式取得""泛海国际休闲度假项目""、""金龙湾水上旅游项目""的《海域使用权证书》.连续10年被深圳市工商局评为""重合同守信用企业"",同时.公司目前正在开发的北京朝阳区东风乡绿化隔离带住宅项目泛海国际居住区,规模宏大,规划建筑面积达260万平方米,将是公司未来几年主要的盈利增长点。",北京市,泛海控股
000048,深圳市康达尔(集团)股份有限公司,Shenzhen Kondarl(Group)Co.Ltd,康达尔A->中科创业->ST中科->ST康达尔->康达尔A->G康达尔->康达尔A->*ST康达->ST康达尔->康达尔->*ST康达,农林牧渔 — 饲料Ⅱ,交通运输、自来水供应，房地产开发、物业管理，肉猪、肉鸡养殖，饲料生产销售,www.kondarl.com,4.02亿元,1556,86-0755-25425020-6330,86-0755-25420155,518001,广东省深圳市罗湖区深南东路5016号京基100大厦A座71层,深圳市康达尔(集团)股份有限公司的主营业务是饲料生产、自来水供应、房地产开发、公共交通运输、商业贸易、养殖业、房屋及土地租赁、物业管理、金融等。公司现已获国家发明及实用新型专利数十项，研发的高效绿色环保新型鱼、鸭、猪、鸡配合饲料获得“广东省高新技术产品”称号；陕西康达尔农牧通过技术研发获得“陕西省科学技术奖”称号；河南康达尔农牧与河南师范大学共同建立了河南省首家水产动物疾病控制河南省工程实验室、河南省研究生教育创新培养基地、河南省水产动物营养研究院等。,广东省,康达尔
000049,深圳市德赛电池科技股份有限公司,"Shenzhen Desay Battery Technology Co., Ltd.",深万山A->ST深万山->深万山A->ST万山->深万山->德赛电池->G德赛,电子 — 电子制造,生产制造电源管理系统及各类锂电池,www.desaybattery.com,2.07亿元,10565,86-0755-862-99888,86-0755-862-99889,518057,广东省深圳市南山区高新科技园南区高新南一道德赛科技大厦东座26楼,深圳市德赛电池科技股份有限公司的主营业务为生产制造电源管理系统及各类锂电池；主要围绕锂电池产业链进行业务布局，其中惠州电池主营中小型锂电池封装集成业务，惠州蓝微主营中小型锂电池电源管理系统业务，惠州新源主营大型动力电池、储能电池等电源管理系统及封装集成业务。主要产品为移动电源管理系统组件及锂电池封装业务。,广东省,德赛电池
000050,天马微电子股份有限公司,"Tianma Microelectronics Co.,Ltd.",深天马A->G深天马,电子 — 光学光电子,从事液晶显示器及相关材料、设备、产品的设计、制造、销售,www.tianma.com,20.48亿元,40513,86-0755-86225886;86-0755-26094882,86-0755-86225772,518052,广东省深圳市南山区马家龙工业城64栋,"天马微电子股份有限公司是液晶显示器及液晶显示模块的专业设计企业,现已成为一家集研发、设计、生产、销售和服务为一体的大型公众上市公司.丰富的制造经验、先进的设备、精良的工艺、高效的管理使天马成为国内规模最大的液晶显示器及模块制造商之一.强大的研发队伍和国内外最先进的技术,确保天马能够为客户提供从咨询、设计、制造、销售全方位的服务和专业的技术支持.公司产品现已广泛应用于移动电话、车载显示、仪器仪表、家用电器及其他信息终端显示领域.目前天马已成为国内彩色显示屏主要供应商。
　　2019年SID年会展上，公司7.56英寸AM Micro LED和LTPS AM Mini LED HDR LCD两款新品...",广东省,深天马Ａ
000055,方大集团股份有限公司,"China Fangda Group Co., Ltd.",深圳方大->方大A->G方大A->方大A,建筑装饰 — 专业工程,生产和经营新型建筑材料。,www.fangda.com,11.23亿元,2206,86-0755-26788571-6622,86-0755-26788353,518057,广东省深圳市南山区高新区科技南十二路方大科技大厦20楼,方大集团股份有限公司主营业务为生产和经营新型建筑材料。主要产品为幕墙系统及材料、房产销售、地铁屏蔽门。公司先后取得幕墙系统及材料产业的专利数达440项（其中发明专利37项）、软件著作权8项，创造了行业内的多项第一，是国内幕墙系统材料产业高端首选品牌之一。“方大fangda”商标被认定为中国驰名商标。承建的多项幕墙工程获国家“鲁班奖”、“詹天佑土木工程奖”、“国家优质工程奖”、“中国建筑工程装饰奖”、“白玉兰”奖和“用户满意工程”奖项，并荣获“中国幕墙行业最具竞争力十强”等称号。,广东省,方大集团
000056,深圳市皇庭国际企业股份有限公司,"Shenzhen Wongtee International Enterprise Co., Ltd.",深国商->G深国商->深国商->*ST国商->深国商,商业贸易 — 商业物业经营,商业不动产运营管理业务、资产管理业务以及各配套服务业务,www.wongtee000056.com,11.75亿元,722,86-0755-82535565;86-0755-82281888,86-0755-82566573,518048,广东省深圳市福田区福华路350号岗厦皇庭大厦(即皇庭中心)28楼,深圳市皇庭国际企业股份有限公司是一家以商业地产开发和商业经营为主的企业，公司的主营业务是商业不动产运营管理业务、资产管理业务以及各配套服务业务。,广东省,皇庭国际
000058,深圳赛格股份有限公司,"Shenzhen Seg Co.,Ltd.",深赛格->G赛格->深赛格->*ST赛格->ST赛格,商业贸易 — 商业物业经营,电子专业市场及配套项目的开发及经营、物业租赁服务业务、IT产品渠道零售终端业务、电子商务和小额贷款增值业务。,www.segcl.com.cn,12.36亿元,2411,86-0755-83747939;86-0755-83747759,86-0755-83975237,518028,广东省深圳市福田区华强北路群星广场A座三十一楼,深圳赛格股份有限公司是一家集科技、工业、贸易、专业电子市场经营及仓储运输为一体的综合性的大型企业.公司的主营业务是经营电子专业市场以及以涉外运输和保税仓储、物业租赁为代表的现代综合物流与服务业务.公司先后荣获了“中国电子产品五星级市场”“深圳特区三十年最具影响力的专业市场”“‘影响中国’的深圳十大品牌专业市场”“2017年度中国IT卖场创新奖”及“2017年度中国十大IT卖场”等荣誉称号。公司的赛格众创空间荣获团省委颁发的“广东省创新创业示范园”荣誉称号。,广东省,深赛格
000059,北方华锦化学工业股份有限公司,"North Huajin Chemical Industries Co.,Ltd",辽通化工->G辽通->辽通化工->华锦股份->*ST华锦,化工 — 石油化工,石油化工产品、化学肥料的生产与销售。,www.huajinchem.com,15.99亿元,8298,86-0427-5855742,86-0427-5855742,124021,辽宁省盘锦市双台子区红旗大街,"北方华锦化学工业股份有限公司的主营业务是石油化工产品、化学肥料的生产与销售。公司的主要产品是柴油、聚乙烯、聚丙烯、聚苯乙烯、ABS、船用燃料油、工业硫磺、石油甲苯、石油混合二甲苯、尿素、甲醇、液氨。公司控股股东辽宁华锦化工(集团)有限责任公司是一家跨地区经营的大型化工企业,是中国500强企业和中国石化百强企业之一,其实际控制人为中国兵器工业集团公司。",辽宁省,华锦股份
000060,深圳市中金岭南有色金属股份有限公司,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,有色中金->中金岭南->G中金,有色金属 — 工业金属,有色金属矿产品、冶炼产品、深加工产品、综合利用产品及电池材料、铝型材、幕墙工程、出租车营运、房地产开发等,www.nonfemet.com,35.7亿元,9855,86-0755-82839363,86-0755-83474889,518040,广东省深圳市福田区深南大道6013号中国有色大厦24-26楼,"深圳市中金岭南有色金属股份有限公司是一家以铅锌生产为主业的跨地区、多行业综合经营的上市公司,为国有独资企业,公司主要铅锌产品生产基地在韶关.公司拥有年产铅锌精矿13万吨(金属含量)、铅锌金属冶炼25万吨、铝合金型材1万吨、门窗幕墙30万平方米等多种金属、金属加工制品和金属化合物的综合生产及加工能力.主要产品有:铅精矿、锌精矿、铅锌混合精矿、硫精矿、电铅、等30多种,产品质量均达到国际先进水平,其中电铅、精镉曾获国家金质奖,精锌曾获国家银质奖,""南华牌""电铅、精锌被广东省确认""广东省名牌产品""并已在英国伦敦金属交易所(LME)注册。",广东省,中金岭南
