股票代码,pid,持有数量,占流通股比例,股份类型,十大流通股东排名,日期
000548,59937,140.80万,0.28%,流通A股,10,2019-09-30
000548,59938,600.00万,1.20%,流通A股,2,2019-09-30
000548,59939,233.70万,0.47%,流通A股,3,2019-09-30
000548,59940,228.29万,0.46%,流通A股,4,2019-09-30
000548,59941,201.88万,0.40%,流通A股,5,2019-09-30
000548,59942,188.00万,0.38%,流通A股,6,2019-09-30
000548,59943,160.00万,0.32%,流通A股,7,2019-09-30
000548,59944,149.00万,0.30%,流通A股,8,2019-09-30
000548,59945,145.00万,0.29%,流通A股,9,2019-09-30
000551,59946,172.76万,0.43%,流通A股,10,2019-09-30
000551,59947,1999.96万,5.00%,流通A股,2,2019-09-30
000551,59948,957.88万,2.39%,流通A股,4,2019-09-30
000551,59949,839.47万,2.10%,流通A股,5,2019-09-30
000551,59950,824.55万,2.06%,流通A股,6,2019-09-30
000551,59951,350.42万,0.88%,流通A股,7,2019-09-30
000551,59952,199.12万,0.50%,流通A股,8,2019-09-30
000551,59953,181.00万,0.45%,流通A股,9,2019-09-30
000552,59954,2390.00万,1.05%,流通A股,10,2019-09-30
000552,59955,9000.00万,3.94%,流通A股,2,2019-09-30
000553,59956,1020.71万,1.61%,流通A股,6,2019-09-30
000554,69918,174.76万,0.48%,流通A股,10,2019-09-30
000554,59958,449.57万,1.24%,流通A股,2,2019-09-30
000554,59959,420.00万,1.16%,流通A股,3,2019-09-30
000554,59960,393.26万,1.08%,流通A股,4,2019-09-30
000554,59961,238.99万,0.66%,流通A股,5,2019-09-30
000554,59962,206.67万,0.57%,流通A股,6,2019-09-30
000554,59963,195.27万,0.54%,流通A股,7,2019-09-30
000554,59964,186.04万,0.51%,流通A股,8,2019-09-30
000554,59957,179.61万,0.50%,流通A股,9,2019-09-30
000555,69919,360.14万,0.39%,流通A股,10,2019-09-30
000555,59966,908.20万,0.97%,流通A股,7,2019-09-30
000555,59965,621.24万,0.66%,流通A股,8,2019-09-30
000555,69920,505.00万,0.54%,流通A股,9,2019-09-30
000557,59969,778.22万,1.33%,流通A股,1,2019-09-30
000557,69921,257.00万,0.44%,流通A股,10,2019-09-30
000557,59970,562.50万,0.96%,流通A股,2,2019-09-30
000557,59971,537.21万,0.92%,流通A股,3,2019-09-30
000557,59972,416.34万,0.71%,流通A股,4,2019-09-30
000557,59968,356.00万,0.61%,流通A股,5,2019-09-30
000557,69922,327.00万,0.56%,流通A股,6,2019-09-30
000557,69923,311.50万,0.53%,流通A股,7,2019-09-30
000557,69924,300.90万,0.51%,流通A股,8,2019-09-30
000557,69925,268.73万,0.46%,流通A股,9,2019-09-30
000558,59973,243.05万,0.19%,流通A股,10,2019-09-30
000558,59974,7938.00万,6.16%,流通A股,3,2019-09-30
000558,59975,549.83万,0.43%,流通A股,4,2019-09-30
000558,59976,532.61万,0.41%,流通A股,5,2019-09-30
000558,59977,378.00万,0.29%,流通A股,6,2019-09-30
000558,59978,357.00万,0.28%,流通A股,7,2019-09-30
000558,59979,319.60万,0.25%,流通A股,8,2019-09-30
000558,59980,274.49万,0.21%,流通A股,9,2019-09-30
000559,59981,3500.00万,1.27%,流通A股,5,2019-09-30
000560,5650,3250.00万,1.81%,流通A股,10,2019-09-30
000560,59983,4430.55万,2.46%,流通A股,6,2019-09-30
000560,59984,3594.24万,2.00%,流通A股,9,2019-09-30
000561,59985,154.14万,0.26%,流通A股,10,2019-09-30
000561,59986,160.91万,0.27%,流通A股,9,2019-09-30
000563,69926,803.30万,0.20%,流通A股,8,2019-09-30
000563,69927,586.11万,0.15%,流通A股,9,2019-09-30
000564,69928,3406.56万,1.80%,流通A股,7,2019-09-30
000565,59987,117.01万,0.27%,流通A股,10,2019-09-30
000565,59988,300.00万,0.69%,流通A股,2,2019-09-30
000565,59989,275.48万,0.64%,流通A股,3,2019-09-30
000565,59990,215.00万,0.50%,流通A股,4,2019-09-30
000565,59991,200.50万,0.46%,流通A股,5,2019-09-30
000565,59992,186.76万,0.43%,流通A股,6,2019-09-30
000565,59993,179.50万,0.41%,流通A股,7,2019-09-30
000565,59994,140.31万,0.32%,流通A股,8,2019-09-30
000565,59995,136.10万,0.31%,流通A股,9,2019-09-30
000566,59996,2145.30万,1.78%,流通A股,6,2019-09-30
000566,59997,1159.80万,0.96%,流通A股,9,2019-09-30
000567,69929,94.53万,0.43%,流通A股,10,2019-09-30
000567,59999,186.58万,0.86%,流通A股,4,2019-09-30
000567,60000,150.00万,0.69%,流通A股,5,2019-09-30
000567,60001,112.59万,0.52%,流通A股,6,2019-09-30
000567,60002,110.85万,0.51%,流通A股,7,2019-09-30
000567,59998,106.05万,0.49%,流通A股,8,2019-09-30
000567,69930,99.56万,0.46%,流通A股,9,2019-09-30
000570,60003,125.00万,0.22%,流通A股,10,2019-09-30
000570,60004,201.99万,0.36%,流通A股,4,2019-09-30
000570,60005,187.38万,0.33%,流通A股,5,2019-09-30
000570,60006,154.53万,0.28%,流通B股,6,2019-09-30
000570,60007,152.89万,0.27%,流通B股,7,2019-09-30
000570,60008,150.78万,0.27%,流通B股,8,2019-09-30
000570,60009,129.09万,0.23%,流通B股,9,2019-09-30
000571,69931,407.52万,0.51%,流通A股,10,2019-09-30
000571,69932,1030.26万,1.28%,流通A股,6,2019-09-30
000571,69933,515.00万,0.64%,流通A股,8,2019-09-30
000571,69934,474.51万,0.59%,流通A股,9,2019-09-30
000572,60010,1145.50万,0.70%,流通A股,10,2019-09-30
000572,60011,4626.00万,2.82%,流通A股,5,2019-09-30
000572,60012,1747.20万,1.06%,流通A股,7,2019-09-30
000573,69935,310.15万,0.49%,流通A股,10,2019-09-30
000573,60014,1020.97万,1.62%,流通A股,3,2019-09-30
000573,60015,863.93万,1.37%,流通A股,4,2019-09-30
000573,60016,757.90万,1.20%,流通A股,5,2019-09-30
000573,60017,682.79万,1.09%,流通A股,6,2019-09-30
000573,60018,609.20万,0.97%,流通A股,7,2019-09-30
000573,60019,350.00万,0.56%,流通A股,8,2019-09-30
000573,60013,336.00万,0.53%,流通A股,9,2019-09-30
000576,60020,1028.75万,2.40%,流通A股,2,2019-09-30
000576,60022,318.37万,0.74%,流通A股,7,2019-09-30
000576,39922,253.40万,0.59%,流通A股,8,2019-09-30
000582,69936,128.11万,0.49%,流通A股,10,2019-09-30
000582,69937,162.18万,0.62%,流通A股,9,2019-09-30
000584,60023,328.77万,0.55%,流通A股,10,2019-09-30
000584,60024,880.69万,1.47%,流通A股,5,2019-09-30
000584,60025,480.98万,0.80%,流通A股,7,2019-09-30
000584,46998,433.62万,0.72%,流通A股,8,2019-09-30
000585,60027,486.07万,0.56%,流通A股,4,2019-09-30
000585,60028,378.17万,0.44%,流通A股,5,2019-09-30
000585,60029,356.00万,0.41%,流通A股,6,2019-09-30
000585,60030,315.05万,0.36%,流通A股,7,2019-09-30
000585,60031,300.00万,0.35%,流通A股,8,2019-09-30
000585,60026,243.21万,0.28%,流通A股,9,2019-09-30
000586,60032,60.00万,0.31%,流通A股,10,2019-09-30
000586,60033,263.90万,1.36%,流通A股,6,2019-09-30
000586,60034,204.12万,1.06%,流通A股,8,2019-09-30
000587,69938,257.03万,0.21%,流通A股,10,2019-09-30
000587,60035,337.26万,0.28%,流通A股,6,2019-09-30
000587,60036,319.12万,0.26%,流通A股,7,2019-09-30
000587,69939,260.92万,0.22%,流通A股,9,2019-09-30
000589,60037,477.97万,0.62%,流通A股,3,2019-09-30
000589,60038,255.95万,0.33%,流通A股,6,2019-09-30
000589,60039,255.68万,0.33%,流通A股,7,2019-09-30
000589,60040,233.61万,0.30%,流通A股,8,2019-09-30
000589,60041,228.02万,0.29%,流通A股,9,2019-09-30
000590,69940,70.68万,0.32%,流通A股,10,2019-09-30
000590,60043,471.12万,2.11%,流通A股,3,2019-09-30
000590,60044,122.03万,0.55%,流通A股,4,2019-09-30
000590,60045,110.01万,0.49%,流通A股,5,2019-09-30
000590,60042,105.00万,0.47%,流通A股,6,2019-09-30
000590,69941,75.59万,0.34%,流通A股,9,2019-09-30
000592,60046,628.05万,0.33%,流通A股,10,2019-09-30
000592,60047,1232.00万,0.64%,流通A股,6,2019-09-30
000592,60048,776.95万,0.41%,流通A股,7,2019-09-30
000592,60049,771.49万,0.40%,流通A股,8,2019-09-30
000592,60050,770.01万,0.40%,流通A股,9,2019-09-30
000593,60051,100.00万,0.28%,流通A股,10,2019-09-30
000593,60052,869.50万,2.43%,流通A股,3,2019-09-30
000593,60053,556.76万,1.55%,流通A股,5,2019-09-30
000593,60054,308.16万,0.86%,流通A股,6,2019-09-30
000593,60055,110.00万,0.31%,流通A股,8,2019-09-30
000593,60056,102.72万,0.29%,流通A股,9,2019-09-30
000595,69942,142.73万,0.19%,流通A股,10,2019-09-30
000595,60058,266.00万,0.35%,流通A股,3,2019-09-30
000595,60059,238.17万,0.32%,流通A股,4,2019-09-30
000595,60060,222.54万,0.30%,流通A股,5,2019-09-30
000595,60061,215.78万,0.29%,流通A股,6,2019-09-30
000595,60062,181.00万,0.24%,流通A股,7,2019-09-30
000595,60063,166.20万,0.22%,流通A股,8,2019-09-30
000595,60057,158.00万,0.21%,流通A股,9,2019-09-30
000597,69943,628.15万,0.77%,流通A股,10,2019-09-30
000597,60065,3372.64万,4.13%,流通A股,4,2019-09-30
000597,60066,1195.84万,1.46%,流通A股,6,2019-09-30
000597,60067,1182.04万,1.45%,流通A股,7,2019-09-30
000597,60068,774.42万,0.95%,流通A股,8,2019-09-30
000597,60064,677.28万,0.83%,流通A股,9,2019-09-30
000598,60069,1007.30万,0.34%,流通A股,10,2019-09-30
000598,60070,2962.18万,0.99%,流通A股,5,2019-09-30
000598,60071,1773.55万,0.59%,流通A股,8,2019-09-30
000598,60072,1232.81万,0.41%,流通A股,9,2019-09-30
000599,60073,260.23万,0.34%,流通A股,10,2019-09-30
000599,60074,1211.67万,1.58%,流通A股,8,2019-09-30
000600,60075,513.69万,0.47%,流通A股,9,2019-09-30
000601,60076,812.00万,0.75%,流通A股,10,2019-09-30
000601,60077,843.00万,0.78%,流通A股,9,2019-09-30
000603,11245,481.77万,0.82%,流通A股,10,2019-09-30
000603,60078,5750.00万,9.80%,流通A股,2,2019-09-30
000603,69944,2160.00万,3.68%,流通A股,3,2019-09-30
000603,69945,819.73万,1.40%,流通A股,7,2019-09-30
000605,69946,70.90万,0.26%,流通A股,10,2019-09-30
000605,69947,132.00万,0.48%,流通A股,5,2019-09-30
000605,69948,105.31万,0.39%,流通A股,6,2019-09-30
000605,69949,99.00万,0.36%,流通A股,7,2019-09-30
000605,69950,84.50万,0.31%,流通A股,8,2019-09-30
000606,60080,1.29亿,18.18%,流通A股,1,2019-09-30
000606,425,1953.26万,2.76%,流通A股,6,2019-09-30
000607,60081,355.94万,0.40%,流通A股,10,2019-09-30
000607,60082,1171.91万,1.32%,流通A股,6,2019-09-30
000607,60083,706.70万,0.80%,流通A股,7,2019-09-30
000607,60084,369.05万,0.42%,流通A股,9,2019-09-30
000608,60085,825.90万,1.10%,流通A股,10,2019-09-30
000608,60086,3664.91万,4.89%,流通A股,4,2019-09-30
000608,60087,2313.90万,3.09%,流通A股,5,2019-09-30
000608,60088,927.73万,1.24%,流通A股,7,2019-09-30
000608,60089,900.00万,1.20%,流通A股,8,2019-09-30
000608,60090,847.12万,1.13%,流通A股,9,2019-09-30
000609,60092,290.00万,0.99%,流通A股,4,2019-09-30
000609,60093,279.52万,0.96%,流通A股,5,2019-09-30
000609,60094,250.81万,0.86%,流通A股,6,2019-09-30
000609,60095,220.20万,0.75%,流通A股,7,2019-09-30
000609,60096,179.36万,0.61%,流通A股,8,2019-09-30
000609,60091,172.15万,0.59%,流通A股,9,2019-09-30
000610,60097,51.00万,0.22%,流通A股,10,2019-09-30
000610,60098,332.07万,1.41%,流通A股,2,2019-09-30
000610,60099,297.00万,1.26%,流通A股,3,2019-09-30
000610,60100,154.30万,0.66%,流通A股,5,2019-09-30
000610,60101,150.00万,0.64%,流通A股,6,2019-09-30
000610,60102,100.00万,0.43%,流通A股,7,2019-09-30
000610,60103,63.21万,0.27%,流通A股,8,2019-09-30
000610,60104,53.63万,0.23%,流通A股,9,2019-09-30
000611,69951,170.00万,0.53%,流通A股,10,2019-09-30
000611,60106,994.46万,3.11%,流通A股,2,2019-09-30
000611,60107,603.45万,1.89%,流通A股,3,2019-09-30
000611,60108,576.41万,1.80%,流通A股,4,2019-09-30
000611,60109,457.80万,1.43%,流通A股,5,2019-09-30
000611,60105,270.00万,0.85%,流通A股,7,2019-09-30
000611,69952,191.07万,0.60%,流通A股,8,2019-09-30
000611,69953,176.06万,0.55%,流通A股,9,2019-09-30
000612,60110,495.29万,0.42%,流通A股,10,2019-09-30
000612,60111,1662.08万,1.40%,流通A股,7,2019-09-30
000613,60112,1627.90万,4.60%,流通B股,2,2019-09-30
000613,60113,1459.36万,4.12%,流通B股,3,2019-09-30
000613,60114,776.64万,2.19%,流通B股,5,2019-09-30
000613,60115,411.07万,1.16%,流通B股,7,2019-09-30
000613,60116,329.14万,0.93%,流通A股,9,2019-09-30
000615,69954,171.78万,0.27%,流通A股,10,2019-09-30
000615,69955,477.19万,0.74%,流通A股,6,2019-09-30
000615,69956,243.98万,0.38%,流通A股,7,2019-09-30
000615,69957,230.00万,0.36%,流通A股,8,2019-09-30
000615,69958,193.61万,0.30%,流通A股,9,2019-09-30
000616,60117,455.77万,0.32%,流通A股,10,2019-09-30
000616,60118,1900.00万,1.33%,流通A股,3,2019-09-30
000616,60119,1548.61万,1.08%,流通A股,4,2019-09-30
000616,60120,1048.30万,0.73%,流通A股,5,2019-09-30
000616,60121,718.00万,0.50%,流通A股,6,2019-09-30
000616,60122,630.91万,0.44%,流通A股,7,2019-09-30
000616,60123,592.11万,0.41%,流通A股,8,2019-09-30
000616,60124,516.27万,0.36%,流通A股,9,2019-09-30
000617,69959,95.01万,0.33%,流通A股,10,2019-09-30
000617,69960,229.46万,0.80%,流通A股,4,2019-09-30
000617,69961,102.24万,0.36%,流通A股,8,2019-09-30
000619,60125,205.27万,0.57%,流通A股,10,2019-09-30
000619,60126,1065.00万,2.96%,流通A股,2,2019-09-30
000619,60127,443.00万,1.23%,流通A股,5,2019-09-30
000619,60128,442.30万,1.23%,流通A股,6,2019-09-30
000620,60129,3612.36万,1.90%,流通A股,6,2019-09-30
000622,60133,81.00万,0.19%,流通A股,10,2019-09-30
000622,60131,126.38万,0.30%,流通A股,6,2019-09-30
000622,60132,96.08万,0.23%,流通A股,8,2019-09-30
000622,60130,81.00万,0.19%,流通A股,9,2019-09-30
000623,60134,562.50万,0.49%,流通A股,10,2019-09-30
000626,69962,112.00万,0.24%,流通A股,10,2019-09-30
000626,69963,212.42万,0.46%,流通A股,3,2019-09-30
000626,69964,198.21万,0.43%,流通A股,4,2019-09-30
000626,69965,188.50万,0.41%,流通A股,5,2019-09-30
000626,69966,144.16万,0.31%,流通A股,6,2019-09-30
000626,69967,124.02万,0.27%,流通A股,7,2019-09-30
000626,69968,122.35万,0.26%,流通A股,8,2019-09-30
000626,69969,113.90万,0.25%,流通A股,9,2019-09-30
000627,60140,5.56亿,12.91%,流通A股,2,2019-09-30
000627,5344,2.12亿,4.94%,流通A股,3,2019-09-30
000627,60141,7032.35万,1.63%,流通A股,6,2019-09-30
000628,69970,90.04万,0.48%,流通A股,10,2019-09-30
000628,60143,435.81万,2.32%,流通A股,2,2019-09-30
000628,60144,281.75万,1.50%,流通A股,3,2019-09-30
000628,60145,150.42万,0.80%,流通A股,5,2019-09-30
000628,60146,122.51万,0.65%,流通A股,6,2019-09-30
000628,60147,117.25万,0.62%,流通A股,7,2019-09-30
000628,60142,103.94万,0.55%,流通A股,8,2019-09-30
000628,69971,91.44万,0.49%,流通A股,9,2019-09-30
000629,60148,4040.26万,0.85%,流通A股,6,2019-09-30
000630,60149,1.07亿,1.12%,流通A股,4,2019-09-30
000630,69972,2042.32万,0.21%,流通A股,9,2019-09-30
000631,60150,4000.01万,1.64%,流通A股,4,2019-09-30
000631,60151,1100.00万,0.45%,流通A股,8,2019-09-30
000632,60152,341.83万,0.73%,流通A股,10,2019-09-30
000632,60153,2310.88万,4.96%,流通A股,3,2019-09-30
000632,60154,1057.12万,2.27%,流通A股,7,2019-09-30
000632,60155,511.00万,1.10%,流通A股,8,2019-09-30
000632,60156,484.45万,1.04%,流通A股,9,2019-09-30
000633,60157,135.06万,0.35%,流通A股,10,2019-09-30
000633,60158,199.31万,0.52%,流通A股,5,2019-09-30
000633,60159,182.11万,0.47%,流通A股,6,2019-09-30
000633,60160,141.44万,0.37%,流通A股,8,2019-09-30
000633,60161,139.43万,0.36%,流通A股,9,2019-09-30
000635,60162,58.04万,0.19%,流通A股,10,2019-09-30
000635,60163,390.16万,1.29%,流通A股,3,2019-09-30
000635,60164,322.61万,1.06%,流通A股,4,2019-09-30
000635,60165,155.16万,0.51%,流通A股,5,2019-09-30
000635,60166,104.08万,0.34%,流通A股,6,2019-09-30
000635,60167,97.16万,0.32%,流通A股,7,2019-09-30
000635,60168,94.00万,0.31%,流通A股,8,2019-09-30
000635,60169,65.84万,0.22%,流通A股,9,2019-09-30
000636,60170,494.00万,0.55%,流通A股,10,2019-09-30
000636,60171,806.35万,0.90%,流通A股,4,2019-09-30
000636,60172,718.00万,0.80%,流通A股,7,2019-09-30
000637,69973,104.00万,0.28%,流通A股,10,2019-09-30
000637,60174,500.32万,1.37%,流通A股,2,2019-09-30
000637,60175,203.27万,0.55%,流通A股,4,2019-09-30
000637,60176,115.53万,0.32%,流通A股,8,2019-09-30
000637,60173,115.00万,0.31%,流通A股,9,2019-09-30
000638,69974,70.00万,0.23%,流通A股,10,2019-09-30
000638,60177,171.71万,0.55%,流通A股,3,2019-09-30
000638,60178,130.90万,0.42%,流通A股,4,2019-09-30
000638,60179,100.00万,0.32%,流通A股,5,2019-09-30
000638,60180,98.37万,0.32%,流通A股,6,2019-09-30
000638,60181,89.07万,0.29%,流通A股,7,2019-09-30
000638,60182,83.55万,0.27%,流通A股,8,2019-09-30
000638,69975,70.04万,0.23%,流通A股,9,2019-09-30
000639,60183,870.71万,0.81%,流通A股,10,2019-09-30
000639,60184,1015.27万,0.94%,流通A股,8,2019-09-30
000650,60185,349.03万,0.30%,流通A股,10,2019-09-30
000650,25973,1920.06万,1.63%,流通A股,3,2019-09-30
000650,60186,817.74万,0.69%,流通A股,5,2019-09-30
000650,60187,419.05万,0.36%,流通A股,8,2019-09-30
000650,60188,369.98万,0.31%,流通A股,9,2019-09-30
000652,60189,754.43万,0.51%,流通A股,3,2019-09-30
000652,60190,493.26万,0.33%,流通A股,6,2019-09-30
000652,60191,363.00万,0.25%,流通A股,7,2019-09-30
000655,60192,105.10万,0.18%,流通A股,10,2019-09-30
000655,60193,310.30万,0.52%,流通A股,4,2019-09-30
000655,60194,292.02万,0.49%,流通A股,5,2019-09-30
000655,60195,162.46万,0.27%,流通A股,6,2019-09-30
000655,60196,139.67万,0.23%,流通A股,7,2019-09-30
000655,60197,126.08万,0.21%,流通A股,8,2019-09-30
000655,60198,109.02万,0.18%,流通A股,9,2019-09-30
000656,60199,5.86亿,11.18%,流通A股,3,2019-09-30
000656,60200,1.33亿,2.53%,流通A股,7,2019-09-30
000656,60201,1.24亿,2.36%,流通A股,8,2019-09-30
000657,60202,253.91万,0.33%,流通A股,10,2019-09-30
000657,60203,1505.48万,1.95%,流通A股,2,2019-09-30
000657,60204,361.93万,0.47%,流通A股,5,2019-09-30
000657,60205,340.41万,0.44%,流通A股,6,2019-09-30
000657,60206,303.55万,0.39%,流通A股,7,2019-09-30
000657,60207,302.99万,0.39%,流通A股,8,2019-09-30
000657,60208,255.36万,0.33%,流通A股,9,2019-09-30
000659,60209,709.29万,0.55%,流通A股,10,2019-09-30
000659,60210,2129.27万,1.66%,流通A股,3,2019-09-30
000659,60211,1987.65万,1.55%,流通A股,4,2019-09-30
000659,60212,1661.96万,1.29%,流通A股,5,2019-09-30
000659,60213,1206.60万,0.94%,流通A股,6,2019-09-30
000659,60214,1183.59万,0.92%,流通A股,7,2019-09-30
000659,60215,970.93万,0.76%,流通A股,8,2019-09-30
000659,60216,931.76万,0.72%,流通A股,9,2019-09-30
000662,69976,700.01万,0.64%,流通A股,10,2019-09-30
000663,69977,447.41万,1.75%,流通A股,10,2019-09-30
000663,69978,1322.88万,5.19%,流通A股,3,2019-09-30
000663,69979,1287.94万,5.05%,流通A股,4,2019-09-30
000663,69980,916.49万,3.59%,流通A股,5,2019-09-30
000663,69981,764.76万,3.00%,流通A股,7,2019-09-30
000663,69982,594.26万,2.33%,流通A股,8,2019-09-30
000663,38900,462.89万,1.81%,流通A股,9,2019-09-30
000666,69983,233.00万,0.79%,流通A股,10,2019-09-30
000666,60220,559.64万,1.91%,流通A股,7,2019-09-30
000666,60219,274.74万,0.94%,流通A股,9,2019-09-30
000667,69984,1042.83万,0.43%,流通A股,10,2019-09-30
000667,60222,6221.75万,2.54%,流通A股,2,2019-09-30
000667,60223,4724.00万,1.93%,流通A股,3,2019-09-30
000667,60224,1235.17万,0.50%,流通A股,7,2019-09-30
000667,60225,1166.63万,0.48%,流通A股,8,2019-09-30
000667,60221,1166.00万,0.48%,流通A股,9,2019-09-30
000668,69985,87.70万,0.60%,流通A股,10,2019-09-30
000668,69986,260.23万,1.77%,流通A股,3,2019-09-30
000668,69987,124.59万,0.85%,流通A股,4,2019-09-30
000668,69988,100.66万,0.69%,流通A股,5,2019-09-30
000668,69989,100.40万,0.68%,流通A股,6,2019-09-30
000668,69990,88.85万,0.61%,流通A股,7,2019-09-30
000669,60226,1396.30万,2.10%,流通A股,7,2019-09-30
000669,60227,1058.72万,1.59%,流通A股,8,2019-09-30
000669,60228,966.17万,1.45%,流通A股,9,2019-09-30
000670,69991,167.87万,0.28%,流通A股,10,2019-09-30
000670,69992,515.00万,0.86%,流通A股,4,2019-09-30
000670,69993,365.77万,0.61%,流通A股,5,2019-09-30
000670,69994,302.12万,0.50%,流通A股,6,2019-09-30
000670,69995,220.00万,0.37%,流通A股,7,2019-09-30
000670,69996,203.56万,0.34%,流通A股,8,2019-09-30
000670,69997,177.50万,0.30%,流通A股,9,2019-09-30
000672,60229,210.25万,0.26%,流通A股,10,2019-09-30
000672,60230,377.02万,0.46%,流通A股,6,2019-09-30
000672,60231,342.73万,0.42%,流通A股,9,2019-09-30
000673,69998,908.81万,1.15%,流通A股,6,2019-09-30
000673,69999,870.30万,1.10%,流通A股,7,2019-09-30
000676,70000,450.00万,0.69%,流通A股,10,2019-09-30
000676,70001,3120.00万,4.77%,流通A股,2,2019-09-30
000676,70002,768.70万,1.18%,流通A股,6,2019-09-30
000677,70003,238.04万,0.28%,流通A股,10,2019-09-30
000677,70004,922.60万,1.07%,流通A股,3,2019-09-30
000677,70005,300.13万,0.35%,流通A股,6,2019-09-30
000677,70006,281.61万,0.33%,流通A股,7,2019-09-30
000677,70007,268.51万,0.31%,流通A股,8,2019-09-30
000677,70008,251.85万,0.29%,流通A股,9,2019-09-30
000678,60232,183.20万,0.40%,流通A股,10,2019-09-30
000678,60233,440.00万,0.96%,流通A股,5,2019-09-30
000678,60234,405.30万,0.88%,流通A股,6,2019-09-30
000678,60235,275.42万,0.60%,流通A股,7,2019-09-30
000678,60236,269.00万,0.59%,流通A股,8,2019-09-30
000678,60237,232.91万,0.51%,流通A股,9,2019-09-30
